season,game_id,team_id,team_name,loc,opponent_id,opponent_name,player_uni,player_name,player_short_name,player_check_name,player_GP,player_GS,player_pos,player_id,old_player_id
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,1,Maceo Beard,M. Beard,"BEARD,M",1,1,CB,27263624-f172-4560-a7db-63e5bcb4ee99,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,2,Ken Hike Jr.,K. Hike Jr.,",K HIKE JR",1,1,CB,250edcb0-d8b3-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,3,Adrian  Fiedler,A. Fiedler,"FIEDLER,A",1,1,TE,58273d80-d8aa-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,4,Collin Hill,C. Hill,"HILL,C",1,1,QB,f4535120-eb52-11ed-903c-093f78b6e8d1,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,5,Andreas  Buri,A. Buri,"BURI,A",1,1,LB,e48d1530-d8a8-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,7,Silas Nacita,S. Nacita,"NACITA,S",1,1,RB,b21e28e0-d8b3-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,8,Moritz Stein,M. Stein,"STEIN,M",1,1,RB,083896e0-da3d-11ed-a8cf-bf90b728a50c,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,9,Nils Jonkmans,N. Jonkmans,"JONKMANS,N",1,0,,f9f9af80-d8af-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,13,Anton Jallai,A. Jallai,"JALLAI,A",1,0,,e9aede3c-ef9f-40a2-97ec-2bb2a57b2d2a,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,14,Timothy Schurmann,T. Schuermann,"SCHUERMANN,T",1,1,SS,ccfe3d80-d8a9-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,19,Gregorio Calonego,G. Calonego,"CALONEGO,G",1,1,WR,8f634cd0-d8a0-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,20,Olivier Marty,O. Marty,"MARTY,O",1,0,,edf71c10-d8ad-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,21,Fabian  Bruhin,F. Bruhin,"BRUHIN,F",1,1,CB,a9cd1370-d8ab-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,23,Chaska Remy Perron,C. Perron,"PERRON,C",1,1,CB,9b7e144f-421a-4801-85d1-11d8ea0508ac,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,24,Dimitri Gfeller,D. Gfeller,"GFELLER,D",1,0,,bd827e11-e567-4ff3-adc8-60bc040d3a8e,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,35,Florian  Ziegler,F. Ziegler,"ZIEGLER,F",1,0,,57a95390-d8ad-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,37,Robert Harvey,R. Harvey,"HARVEY,R",1,0,,b5b6d910-e471-11ed-bceb-db073204c323,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,44,Fabian Strahm,F. Strahm,"STRAHM,F",1,0,,1178c7e0-e3b4-11ed-b745-21f5d0c6720a,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,47,Jonathan Falk,J. Falk,"FALK,J",1,1,LB,f062ab70-da3a-11ed-a8cf-bf90b728a50c,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,53,Dominik Liechti,D. Liechti,"LIECHTI,D",1,1,DE,f3658800-d554-11ed-83e8-3b0b682e9453,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,56,Filip Kovljenic,F. Kovljenic,"KOVLJENIC,F",1,1,OT,68d8bdb0-ed1e-11ed-84cd-0bdefe1e3835,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,57,Jurg Stalder,J. Stalder,"STALDER,J",1,1,OT,8b152100-d8a3-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,58,"John ""JR"" Tavai",J. Tavai,"TAVAI,J",1,1,LB,d41b90f0-eb54-11ed-8ef1-93f1a06434d3,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,65,Federico Ferretti,F. Ferretti,"FERRETTI,F",1,1,OG,cdad13e0-ed1d-11ed-84cd-0bdefe1e3835,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,73,Timothy Schmid,T. Schmid,"SCHMID,T",1,1,C,981b2320-eb5b-11ed-bc90-d5ef6f01402d,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,75,Gabriel Rodriguez,G. Rodríguez,"RODRíGUEZ,G",1,1,OT,358febe8-9ea0-4653-ba06-a23bda54bbce,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,77,Jean-Pierre Stadler,J. Stadler,"STADLER,J",1,1,DT,7a2a2b40-e813-11ed-850c-69e5c2eaeae7,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,83,Xavier Baudraz,X. Baudraz,"BAUDRAZ,X",1,1,WR,89f166c0-da3e-11ed-a8cf-bf90b728a50c,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,96,Tim Hanni,T. Haenni,"HAENNI,T",1,1,DT,e4b06b59-8355-43a9-a41e-eeedc94d4748,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,1,Maceo Beard,M. Beard,"BEARD,M",1,1,CB,27263624-f172-4560-a7db-63e5bcb4ee99,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,2,Ken Hike Jr.,K. Hike Jr.,",K HIKE JR",1,1,CB,250edcb0-d8b3-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,3,Adrian  Fiedler,A. Fiedler,"FIEDLER,A",1,1,TE,58273d80-d8aa-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,4,Collin Hill,C. Hill,"HILL,C",1,1,QB,f4535120-eb52-11ed-903c-093f78b6e8d1,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,5,Andreas  Buri,A. Buri,"BURI,A",1,1,LB,e48d1530-d8a8-11ed-b5d9-e59dc85e57e9,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,7,Silas Nacita,S. Nacita,"NACITA,S",1,1,RB,b21e28e0-d8b3-11ed-b5d9-e59dc85e57e9,
