season,game_id,team_id,team_name,loc,opponent_id,opponent_name,player_uni,player_name,player_short_name,player_check_name,player_GP,player_GS,player_pos,pass_comp,pass_att,pass_comp_pct,pass_yds,pass_tds,pass_int,pass_long,pass_ypa,pass_ypc,pass_cfb_qbr,pass_nfl_qbr,pass_sacks,pass_sacked_yds,pass_ny/a,pass_any/a,rush_att,rush_yds,rush_yds_gained,rush_yds_lost,rush_td,rush_long,rush_avg,rec_targets,rec_no,rec_yds,rec_avg,rec_tds,rec_long,rec_catch_pct,fumbles,fumbles_lost,defense_solo_tackles,defense_ast_tackles,defense_total_tackles,defense_solo_tfl,defense_ast_tfl,defense_tfl,defense_tfl_yds,defense_solo_sack,defense_ast_sack,defense_sacks,defense_qb_hits,defense_int,defense_int_yds,defense_int_td,defense_int_long,defense_pbu,defense_ff,defense_fr,defense_fr_yds,defense_fr_tds,defense_fr_long,defense_saf,defense_blkd,punt_no,punt_gross_yds,punt_gross_avg,punt_net_yds,punt_net_avg,punt_tb,punt_blkd,punt_fc,punt_50+,punt_inside_20,punt_long,ko_no,ko_yds,ko_ob,ko_tb,ko_fc_yds,ko_avg,fg_made,fg_att,fg_long,fg_blkd,fg_pct,xp_made,xp_att,xp_blkd,two_pt_pass_made,two_pt_pass_att,two_pt_rush_made,two_pt_rush_att,two_pt_rec_made,two_pt_rec_att,def_two_pt_fum_made,def_two_pt_fum_att,def_two_pt_kick_made,def_two_pt_kick_att,pr_no,pr_yds,pr_td,pr_long,pr_avg,kr_no,kr_yds,kr_td,kr_long,kr_avg,fgr_no,fgr_yds,fgr_td,fgr_long,fgr_avg
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,10,J. Madin Cerezo,J. Madin Cerezo,J. Madin Cerezo,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,42.0,14.0,0.0,19.0,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,11,W. Patterson,W. Patterson,W. Patterson,1,1,,,,,,,,,,,,,,,,,2.0,18.0,18.0,0.0,0.0,11.0,9.0,0.0,10.0,176.0,17.6,1.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,2.0,47.0,0.0,32.0,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,13,J. Aguado,J. Aguado,J. Aguado Vento,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,14,R. Cernuda,R. Cernuda,R. Cernuda Pastor,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,35.0,11.666666666666666,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,16,J. Barrena,J. Barrena,J. Barrena Ureta,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,14.0,14.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,2,J. Carrasco,J. Carrasco,J. Carrasco Sanz,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,21,D. Romero,D. Romero,D. Romero Dévora,1,0,,,,,,,,,,,,,,,,,3.0,4.0,4.0,0.0,0.0,3.0,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,22,D. Obi,D. Obi,D. Obi ,1,1,,,,,,,,,,,,,,,,,14.0,42.0,50.0,8.0,1.0,14.0,3.0,0.0,3.0,37.0,12.333333333333334,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,23,J. Pelie,J. Pelie,J. Pelie,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,25,N. Perez,N. Perez,N. Perez Lozano,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,27,A. Vera,A. Vera,A. Vera Puentenueva,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,3,P. Araya,P. Araya,P. Araya Matilla,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,4,A. Guitián,A. Guitián,Á. Guitián  Vizoso,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,407.0,0.0,2.0,0.0,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,43,E. Molina,E. Molina,E. Molina Belmar,1,0,,,,,,,,,,,,,,,,,9.0,65.0,65.0,0.0,0.0,27.0,7.22,0.0,1.0,0.0,0.0,0.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,53,S. Moreira,S. Moreira,S. Moreira da Silva,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,55,R. Fensch,R. Fensch,R. Fensch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,56,L. Burghes,L. Burghes,L. Burghes,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,59,S. Castaner,S. Castaner,S. Castañer Pierdominici,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,6,L. Glenna,L. Glenna,L. Glenna,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,7,C. Helbig,C. Helbig,C. Helbig,1,1,,24.0,34.0,0.71,343.0,4.0,0.0,34.0,10.09,14.29,194.15,0.0,0.0,0.0,10.09,12.44,4.0,-10.0,7.0,17.0,0.0,3.0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,8,J. Embry,J. Embry,J. Embry,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,84,M. Flores,M. Flores,M. Flores Somolinos,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,67.0,16.75,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,9,S. Bowen,S. Bowen,S. Bowen,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,90,L. Rovesti,L. Rovesti,L. Rovesti Ferrer,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,91,D. Irles,D. Irles,D. Irles Santoja,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,2.0,0.0,2.0,28.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,97,D. Paz,D. Paz,D. Paz González,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,98,V. Dos Santos,V. Dos Santos,V. Dos Santos Brito,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,mbbd2402,BD,Barcelona Dragons,H,MB,Madrid Bravos,99,D. López,D. López,D. López García,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,0,P. Okonkwo,P. Okonkwo,P. Okonkwo,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,114.0,0.0,56.0,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,1,S. Dragan,S. Dragan,S. Dragan,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,16.0,16.0,0.0,16.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,10,T. Vaimaona,T. Vaimaona,T. Vaimaona,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,6.0,2.0,2.0,3.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,12,C. Jeffries,C. Jeffries,C. Jeffries,1,0,,21.0,33.0,0.64,181.0,4.0,1.0,27.0,5.48,8.62,143.65,0.0,0.0,0.0,5.48,6.55,6.0,11.0,13.0,2.0,2.0,4.0,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,13,M. Rutsch,M. Rutsch,M. Rutsch,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,51.0,8.5,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,15,J. Zirngibl,J. Zirngibl,J. Zirngibl,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,17,L. Adrom,L. Adrom,L. Adrom,1,0,,2.0,3.0,0.67,31.0,0.0,0.0,20.0,10.33,15.5,153.47,0.0,0.0,0.0,10.33,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,18,S. Beyrich,S. Beyrich,S. Beyrich,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,27.0,27.0,1.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,2,C. Nitzlnader,C. Nitzlnader,C. Nitzlnader,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,20,R. Ali-Tagba,R. Ali-Tagba,R. Ali-Tagba,1,0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,21,F. Wenz,F. Wenz,F. Wenz,1,0,,,,,,,,,,,,,,,,,3.0,5.0,5.0,0.0,0.0,3.0,1.67,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,22,M. Schlabitz,M. Schlabitz,M. Schlabitz,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,24,J. Gürntke,J. Gürntke,J. Gürntke,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,26,B. Pohler,B. Pohler,B. Pohler,1,0,,,,,,,,,,,,,,,,,2.0,10.0,10.0,0.0,0.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,27,E. Eichhorn,E. Eichhorn,E. Eichhorn,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,28,E. Köhncke,E. Köhncke,E. Köhncke,1,0,,,,,,,,,,,,,,,,,2.0,5.0,5.0,0.0,0.0,4.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,3,J. Flowers,J. Flowers,J. Flowers,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,33,J. Rodney,J. Rodney,J. Rodney,1,0,,,,,,,,,,,,,,,,,16.0,98.0,100.0,2.0,0.0,12.0,6.12,0.0,2.0,4.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,39,E. Kaser,E. Kaser,E. Kaser,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,4,R. Werner,R. Werner,R. Werner,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,443.0,0.0,2.0,0.0,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,41,L. Levin,L. Levin,L. Levin,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,45,T. Vogl,T. Vogl,T. Vogl,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,5,J. Cole,J. Cole,J. Cole,1,0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,16.666666666666668,1.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,21.0,0.0,21.0,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,51,J. Schwaiger,J. Schwaiger,J. Schwaiger,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,52,W. Nasri,W. Nasri,W. Nasri,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,56,P. Engelhardt,P. Engelhardt,P. Engelhardt,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,58,G. Nanguy,G. Nanguy,G. Nanguy,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,6,J. Nowak,J. Nowak,J. Nowak,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,20.0,20.0,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,8,D. Saint-Robinson,D. Saint-Robinson,D. Saint-Robinson,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,85,J. Malki,J. Malki,J. Malki,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,11.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,86,L. Regler,L. Regler,L. Regler,1,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,37.0,12.333333333333334,0.0,15.0,,,,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,msmr2402,MR,Munich Ravens,A,MS,Milano Seamen,9,K. Titz,K. Titz,K. Titz,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
