game_id,game_date,game_location,game_stadium,away_abv,away_name,home_abv,home_name,team_id,team_name,visitor_home,player_id,player_code,player_jersey_num,player_name,player_short_name,player_check_name,player_position,GP,GS,defense_tackles_total,defense_tackles_solo,defense_tackles_ast,defense_tfl_solo,defense_tfl_ast,defense_tfl,defense_tfl_YDS,defense_sacks,defense_sack_yds,defense_pbu,rush_att,rush_yds,rush_yds_gain,rush_yds_loss,rush_td,rush_long,pass_comp,pass_att,pass_yds,pass_td,pass_int,pass_long,pass_sacks,pass_sack_yds,kick_xpm,kick_xpa,2PM_pass_att,2PM_pass_made,fumbles_num,fumbles_lost,defense_interceptions_num,defense_interceptions_yds,defense_interceptions_td,defense_interceptions_long,receiving_rec,receiving_yds,receiving_td,receiving_long,punt_att,punt_gross_yds,punt_long,punt_blk,punt_tb,punt_fc,punt_50+,punt_in_20,punt_gross_avg,kickoff_att,kickoff_yds,kickoff_out_of_bounds,kickoff_tb,kick_return_num,kick_return_yds,kick_return_td,kick_return_long,kick_xp%,kick_fgm,kick_fga,kick_fg%,kick_fg_long,kick_fg_blk,punt_return_num,punt_return_yds,punt_return_td,punt_return_long,season,defense_fr,defense_fr_yds,defense_fr_td,defense_fr_long,field_goal_return_num,field_goal_return_yds,field_goal_return_td
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1289336,1,0,D. Irons,D. Irons,D. Irons,,1,1,,,,,,,,,,,13.0,153.0,,,2.0,61.0,20.0,28.0,185.0,2.0,1.0,26.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1583472,2,1,K. Jaszewski,K. Jaszewski,K. Jaszewski,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1386402,3,3,K. Brauns,K. Brauns,K. Brauns,,1,1,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1583528,4,4,J. Scanlan,J. Scanlan,J. Scanlan,,1,1,5.0,2.0,3.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1593952,5,5,W. Szymanski,W. Szymanski,W. Szymanski,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1583531,6,6,M. Hernacki,M. Hernacki,M. Hernacki,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1583533,7,7,J. Aldas,J. Aldas,J. Aldas,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,884265,8,8,D. Stewart Jr.,D. Stewart Jr.,D. Stewart Jr.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,75.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1583534,9,9,M. Illic,M. Illic,M. Illic,,1,1,4.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
plpw2509,2025-07-13 16:25:00,Prague,FK Viktoria Stadion,WPA,Panthers Wroclaw,PRG,Prague Lions,PW,Panthers Wroclaw,V,1583535,10,10,M. Krupa,M. Krupa,M. Krupa,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,
