season,game_id,team_id,team_name,loc,opponent_id,opponent_name,player_uni,player_name,player_short_name,player_check_name,player_GP,player_GS,player_pos,pass_comp,pass_att,pass_comp_pct,pass_yds,pass_tds,pass_int,pass_long,pass_ypa,pass_ypc,pass_cfb_qbr,pass_nfl_qbr,pass_sacks,pass_sacked_yds,pass_ny/a,pass_any/a,rush_att,rush_yds,rush_yds_gained,rush_yds_lost,rush_td,rush_long,rush_avg,rec_targets,rec_no,rec_yds,rec_avg,rec_tds,rec_long,rec_catch_pct,fumbles,fumbles_lost,defense_solo_tackles,defense_ast_tackles,defense_total_tackles,defense_solo_tfl,defense_ast_tfl,defense_tfls,defense_tfl_yds,defense_solo_sack,defense_ast_sack,defense_sacks,defense_qb_hits,defense_int,defense_int_yds,defense_int_td,defense_int_long,defense_pbu,defense_ff,defense_fr,defense_fr_yds,defense_fr_tds,defense_fr_long,defense_saf,defense_blkd,punt_no,punt_gross_yds,punt_gross_avg,punt_net_yds,punt_net_avg,punt_tb,punt_blkd,punt_fc,punt_50+,punt_inside_20,punt_long,ko_no,ko_yds,ko_ob,ko_tb,ko_fc_yds,ko_avg,fg_made,fg_att,fg_long,fg_blkd,fg_pct,xp_made,xp_att,xp_blkd,two_pt_pass_made,two_pt_pass_att,two_pt_rush_made,two_pt_rush_att,two_pt_rec_made,two_pt_rec_att,def_two_pt_fum_made,def_two_pt_fum_att,def_two_pt_kick_made,def_two_pt_kick_att,pr_no,pr_yds,pr_td,pr_long,pr_avg,kr_no,kr_yds,kr_td,kr_long,kr_avg,fgr_no,fgr_yds,fgr_td,fgr_long,fgr_avg
2023,LKFE2303,FE,Fehervar Enthroners,A,LK,Leipzig Kings,18,L. Benedek,L. Benedek,"BENEDEK,L",1,0,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,96.0,2.3,,,0.0,0.0,0.0,0.0,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKFE2303,FE,Fehervar Enthroners,A,LK,Leipzig Kings,36,E. Madaras,E. Madaras,"MADARAS,E",1,1,RB,,,,,,,,,,,,,,,,12.0,57.0,58.0,1.0,0.0,16.0,4.75,0.0,1.0,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKFE2303,FE,Fehervar Enthroners,A,LK,Leipzig Kings,39,K. Rathonyi,K. Rathonyi,"RATHONYI,K",1,0,,,,,,,,,,,,,,,,,9.0,48.0,48.0,0.0,1.0,13.0,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKFE2303,FE,Fehervar Enthroners,H,LK,Leipzig Kings,5,S. Mcshane,S. Mcshane,"MCSHANE,S",1,1,RB,,,,,,,,,,,,,,,,17.0,98.0,98.0,0.0,2.0,21.0,5.76,0.0,4.0,73.0,18.25,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKFE2303,FE,Fehervar Enthroners,H,LK,Leipzig Kings,20,L. Carstensen,L. Carstensen,"CARSTENSEN,L",1,0,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.0,0.0,1.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKFE2303,FE,Fehervar Enthroners,H,LK,Leipzig Kings,22,O. Bahr,O. Bahr,"BAHR,O",1,0,,,,,,,,,,,,,,,,,8.0,57.0,57.0,0.0,1.0,20.0,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,A,LK,Leipzig Kings,1,T. Tate,T. Tate,"TATE,T",1,1,WR,,,,,,,,,,,,,,,,5.0,37.0,37.0,0.0,2.0,16.0,7.4,0.0,5.0,68.0,13.6,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,A,LK,Leipzig Kings,13,N. Ossohou,N. Ossohou,"OSSOHOU,N",1,1,RB,,,,,,,,,,,,,,,,11.0,38.0,40.0,2.0,0.0,9.0,3.45,0.0,1.0,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,A,LK,Leipzig Kings,22,D. Brzozowski,D. Brzozowski,"BRZOZOWSKI,D",1,0,,,,,,,,,,,,,,,,,19.0,94.0,98.0,4.0,0.0,16.0,4.95,0.0,2.0,21.0,10.5,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,32.0,0.0,32.0,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,A,LK,Leipzig Kings,29,K. Kotlarz,K. Kotlarz,"KOTLARZ,K",1,0,,,,,,,,,,,,,,,,,3.0,7.0,7.0,0.0,0.0,3.0,2.33,0.0,1.0,7.0,7.0,0.0,7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,0.0,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,H,LK,Leipzig Kings,2,M. Baker,M. Baker,"BAKER,M",1,1,RB,,,,,,,,,,,,,,,,2.0,13.0,13.0,0.0,0.0,9.0,6.5,0.0,1.0,-7.0,-7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,H,LK,Leipzig Kings,5,S. Mcshane,S. Mcshane,"MCSHANE,S",1,1,RB,,,,,,,,,,,,,,,,27.0,140.0,152.0,12.0,0.0,15.0,5.19,0.0,1.0,18.0,18.0,0.0,18.0,,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,H,LK,Leipzig Kings,22,O. Bahr,O. Bahr,"BAHR,O",1,0,,,,,,,,,,,,,,,,,3.0,7.0,7.0,0.0,0.0,4.0,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LKPW2302,PW,Panthers Wroclaw,H,LK,Leipzig Kings,25,D. Burrell,D. Burrell,"BURRELL,D",1,1,DE,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,0.0,16.0,,5.0,117.0,0.0,34.0,,,,,,
2023,MRHG2309,HG,Helvetic Guards,A,MR,Munich Ravens,30,C. Alberti,C. Alberti,"ALBERTI,C",1,0,,,,,,,,,,,,,,,,,2.0,14.0,15.0,1.0,0.0,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRHG2309,HG,Helvetic Guards,A,MR,Munich Ravens,47,J. Falk,J. Falk,"FALK,J",1,1,LB,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRHG2309,HG,Helvetic Guards,H,MR,Munich Ravens,7,T. Oyewo,T. Oyewo,"OYEWO,T",1,1,RB,,,,,,,,,,,,,,,,13.0,59.0,61.0,2.0,2.0,15.0,4.54,0.0,3.0,17.0,5.666666666666667,0.0,14.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRHG2309,HG,Helvetic Guards,H,MR,Munich Ravens,13,M. Rutsch,M. Rutsch,"RUTSCH,M",1,1,WR,,,,,,,,,,,,,,,,2.0,4.0,4.0,0.0,0.0,4.0,2.0,0.0,6.0,83.0,13.833333333333334,1.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRHG2309,HG,Helvetic Guards,H,MR,Munich Ravens,33,J. Rodney,J. Rodney,"RODNEY,J",1,0,,,,,,,,,,,,,,,,,8.0,83.0,87.0,4.0,1.0,48.0,10.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRMS2307,MS,Milano Seamen,A,MR,Munich Ravens,2,A. Khalife,A. Khalife,"KHALIFE,A",1,1,RB,,,,,,,,,,,,,,,,17.0,117.0,125.0,8.0,2.0,62.0,6.88,0.0,3.0,20.0,6.666666666666667,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRMS2307,MS,Milano Seamen,A,MR,Munich Ravens,4,M. Pooda,M. Pooda,"POODA,M",1,0,,,,,,,,,,,,,,,,,13.0,73.0,74.0,1.0,1.0,14.0,5.62,0.0,2.0,22.0,11.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRMS2307,MS,Milano Seamen,A,MR,Munich Ravens,5,J. Constant,J. Constant,"CONSTANT,J",1,1,WR,,,,,,,,,,,,,,,,3.0,27.0,27.0,0.0,0.0,11.0,9.0,0.0,5.0,55.0,11.0,0.0,18.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRMS2307,MS,Milano Seamen,H,MR,Munich Ravens,7,T. Oyewo,T. Oyewo,"OYEWO,T",1,1,RB,,,,,,,,,,,,,,,,18.0,132.0,134.0,2.0,1.0,34.0,7.33,0.0,2.0,68.0,34.0,0.0,34.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRMS2307,MS,Milano Seamen,H,MR,Munich Ravens,11,L. Salvo,L. Salvo,"SALVO,L",1,0,,,,,,,,,,,,,,,,,1.0,25.0,25.0,0.0,1.0,25.0,25.0,0.0,2.0,8.0,4.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRMS2307,MS,Milano Seamen,H,MR,Munich Ravens,13,M. Rutsch,M. Rutsch,"RUTSCH,M",1,1,WR,,,,,,,,,,,,,,,,2.0,17.0,17.0,0.0,0.0,12.0,8.5,0.0,4.0,47.0,11.75,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,59.0,0.0,33.0,,,,,,
2023,MRRT2301,RT,Raiders Tirol,A,MR,Munich Ravens,10,P. Haun,P. Haun,"HAUN,P",1,1,WR,,,,,,,,,,,,,,,,1.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,5.0,145.0,29.0,3.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRRT2301,RT,Raiders Tirol,A,MR,Munich Ravens,24,L. Haslwanter,L. Haslwanter,"HASLWANTER,L",1,0,,,,,,,,,,,,,,,,,6.0,15.0,17.0,2.0,0.0,7.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRRT2301,RT,Raiders Tirol,A,MR,Munich Ravens,25,T. Bonatti,T. Bonatti,"BONATTI,T",1,0,,,,,,,,,,,,,,,,,6.0,3.0,11.0,8.0,0.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2023,MRRT2301,RT,Raiders Tirol,H,MR,Munich Ravens,7,T. Oyewo,T. Oyewo,"OYEWO,T",1,1,RB,,,,,,,,,,,,,,,,9.0,87.0,87.0,0.0,1.0,56.0,9.67,0.0,5.0,55.0,11.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRRT2301,RT,Raiders Tirol,H,MR,Munich Ravens,13,M. Rutsch,M. Rutsch,"RUTSCH,M",1,1,WR,,,,,,,,,,,,,,,,4.0,54.0,54.0,0.0,0.0,35.0,13.5,0.0,6.0,43.0,7.166666666666667,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,59.0,0.0,21.0,,,,,,
2023,MRRT2301,RT,Raiders Tirol,H,MR,Munich Ravens,33,J. Rodney,J. Rodney,"RODNEY,J",1,0,,,,,,,,,,,,,,,,,8.0,28.0,28.0,0.0,0.0,6.0,3.5,0.0,2.0,11.0,5.5,0.0,6.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,39.0,0.0,21.0,,,,,,
2023,MRSS2305,SS,Stuttgart Surge,A,MR,Munich Ravens,6,L. Liebenow,L. Liebenow,"LIEBENOW,L",1,0,,,,,,,,,,,,,,,,,7.0,29.0,29.0,0.0,0.0,10.0,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRSS2305,SS,Stuttgart Surge,A,MR,Munich Ravens,41,B. Yankson,B. Yankson,"YANKSON,B",1,0,,,,,,,,,,,,,,,,,13.0,63.0,65.0,2.0,0.0,10.0,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRSS2305,SS,Stuttgart Surge,H,MR,Munich Ravens,2,M. Castle,M. Castle,"CASTLE,M",1,1,WR,,,,,,,,,,,,,,,,1.0,-6.0,0.0,6.0,0.0,0.0,-6.0,0.0,7.0,115.0,16.428571428571427,0.0,51.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRSS2305,SS,Stuttgart Surge,H,MR,Munich Ravens,7,T. Oyewo,T. Oyewo,"OYEWO,T",1,1,RB,,,,,,,,,,,,,,,,11.0,38.0,42.0,4.0,0.0,8.0,3.45,0.0,2.0,10.0,5.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MRSS2305,SS,Stuttgart Surge,H,MR,Munich Ravens,13,M. Rutsch,M. Rutsch,"RUTSCH,M",1,1,WR,,,,,,,,,,,,,,,,12.0,29.0,30.0,1.0,0.0,6.0,2.42,0.0,4.0,30.0,7.5,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,67.0,0.0,45.0,,,,,,
2023,MSBD2302,BD,Barcelona Dragons,A,MS,Milano Seamen,2,Joshua David Johnsto,J. Johnston,"JOHNSTON,J",1,0,,,,,,,,,,,,,,,,,1.0,15.0,15.0,0.0,0.0,15.0,15.0,0.0,5.0,57.0,11.4,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-18.0,0.0,25.0,,,,,,
2023,MSBD2302,BD,Barcelona Dragons,A,MS,Milano Seamen,13,Eduard Molina Belmar,E. Molina,"MOLINA,E",1,0,,,,,,,,,,,,,,,,,12.0,50.0,50.0,0.0,1.0,8.0,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSBD2302,BD,Barcelona Dragons,A,MS,Milano Seamen,21,Antoni Monton,A. Monton,"MONTON,A",1,0,,,,,,,,,,,,,,,,,10.0,46.0,50.0,4.0,1.0,13.0,4.6,0.0,3.0,17.0,5.666666666666667,0.0,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,59.0,0.0,30.0,,,,,,
2023,MSBD2302,BD,Barcelona Dragons,H,MS,Milano Seamen,4,Modeste Pooda,M. Pooda,"POODA,M",1,0,,,,,,,,,,,,,,,,,3.0,1.0,4.0,3.0,0.0,4.0,0.33,0.0,1.0,3.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSBD2302,BD,Barcelona Dragons,H,MS,Milano Seamen,5,Jean   Constant,J. Constant,"CONSTANT,J",1,0,,,,,,,,,,,,,,,,,1.0,11.0,11.0,0.0,0.0,11.0,11.0,0.0,10.0,82.0,8.2,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.0,10.0,,2.0,68.0,0.0,40.0,,,,,,
2023,MSBD2302,BD,Barcelona Dragons,H,MS,Milano Seamen,17,Tamsir Seck,T. Seck,"SECK,T",1,0,,,,,,,,,,,,,,,,,1.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,5.0,100.0,20.0,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSFG2306,FG,Frankfurt Galaxy,A,MS,Milano Seamen,2,S. Shannon,S. Shannon,"SHANNON,S",1,0,,,,,,,,,,,,,,,,,6.0,36.0,42.0,6.0,0.0,29.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSFG2306,FG,Frankfurt Galaxy,A,MS,Milano Seamen,27,T. Fischbach,T. Fischbach,"FISCHBACH,T",1,0,,,,,,,,,,,,,,,,,11.0,3.0,10.0,7.0,0.0,4.0,0.27,0.0,4.0,37.0,9.25,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSFG2306,FG,Frankfurt Galaxy,A,MS,Milano Seamen,44,L. Helm,L. Helm,"HELM,L",1,0,,,,,,,,,,,,,,,,,2.0,3.0,3.0,0.0,1.0,2.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSFG2306,FG,Frankfurt Galaxy,H,MS,Milano Seamen,2,A. Khalife,A. Khalife,"KHALIFE,A",1,0,,,,,,,,,,,,,,,,,8.0,33.0,33.0,0.0,0.0,14.0,4.12,0.0,3.0,21.0,7.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSFG2306,FG,Frankfurt Galaxy,H,MS,Milano Seamen,4,M. Pooda,M. Pooda,"POODA,M",1,0,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSHG2304,HG,Helvetic Guards,A,MS,Milano Seamen,8,M. Stein,M. Stein,"STEIN,M",1,0,,,,,,,,,,,,,,,,,9.0,4.0,11.0,7.0,0.0,6.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSHG2304,HG,Helvetic Guards,A,MS,Milano Seamen,24,D. Gfeller,D. Gfeller,"GFELLER,D",1,0,,,,,,,,,,,,,,,,,3.0,7.0,8.0,1.0,0.0,7.0,2.33,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSHG2304,HG,Helvetic Guards,H,MS,Milano Seamen,2,A. Khalife,A. Khalife,"KHALIFE,A",1,0,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSHG2304,HG,Helvetic Guards,H,MS,Milano Seamen,4,M. Pooda,M. Pooda,"POODA,M",1,0,,,,,,,,,,,,,,,,,8.0,41.0,41.0,0.0,0.0,14.0,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSHG2304,HG,Helvetic Guards,H,MS,Milano Seamen,5,J. Constant,J. Constant,"CONSTANT,J",1,0,,,,,,,,,,,,,,,,,4.0,20.0,22.0,2.0,0.0,17.0,5.0,0.0,4.0,47.0,11.75,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,65.0,0.0,34.0,,,,,,,,,,,
2023,MSHG2304,HG,Helvetic Guards,H,MS,Milano Seamen,17,T. Seck,T. Seck,"SECK,T",1,0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,9.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSHG2304,HG,Helvetic Guards,H,MS,Milano Seamen,20,L. Assemian,L. Assemian,"ASSEMIAN,L",1,0,,,,,,,,,,,,,,,,,12.0,24.0,26.0,2.0,0.0,7.0,2.0,0.0,2.0,11.0,5.5,0.0,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSSS2309,SS,Stuttgart Surge,A,MS,Milano Seamen,2,K. Hunter,K. Hunter,"HUNTER,K",1,0,,,,,,,,,,,,,,,,,3.0,2.0,2.0,0.0,0.0,2.0,0.67,0.0,1.0,16.0,16.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSSS2309,SS,Stuttgart Surge,A,MS,Milano Seamen,35,P. Pasqualini,P. Pasqualini,"PASQUALINI,P",1,0,,,,,,,,,,,,,,,,,8.0,10.0,14.0,4.0,0.0,6.0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSSS2309,SS,Stuttgart Surge,A,MS,Milano Seamen,41,B. Yankson,B. Yankson,"YANKSON,B",1,0,,,,,,,,,,,,,,,,,3.0,8.0,8.0,0.0,0.0,5.0,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSSS2309,SS,Stuttgart Surge,H,MS,Milano Seamen,4,M. Pooda,M. Pooda,"POODA,M",1,0,,,,,,,,,,,,,,,,,3.0,27.0,27.0,0.0,0.0,23.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,MSSS2309,SS,Stuttgart Surge,H,MS,Milano Seamen,86,S. Bartoccioni,S. Bartoccioni,"BARTOCCIONI,S",1,0,,,,,,,,,,,,,,,,,1.0,8.0,8.0,0.0,0.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PLBT2307,BT,Berlin Thunder,A,PL,Prague Lions,5,M. Zimmermann,M. Zimmermann,"ZIMMERMANN,M",1,1,WR,,,,,,,,,,,,,,,,5.0,12.0,13.0,1.0,0.0,4.0,2.4,0.0,7.0,73.0,10.428571428571429,1.0,27.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,PLBT2307,BT,Berlin Thunder,A,PL,Prague Lions,24,T. Schulz,T. Schulz,"SCHULZ,T",1,1,RB,,,,,,,,,,,,,,,,3.0,8.0,8.0,0.0,0.0,4.0,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
