player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
david-mccants,,DAVID,MCCANTS,RB,1.73,,89,,2022,Leipzig Kings
marco-gudding,,MARCO,GUDDING,OL,1.86,,133,,2022,Leipzig Kings
lucas-thiem,,LUCAS,THIEM,OL,1.9,,125,,2022,Leipzig Kings
morten-runne,,MORTEN,RUNNE,FB,1.72,,103,,2022,Leipzig Kings
joshua-olaiya,,JOSHUA,OLAIYA,OL,,,,,2022,Leipzig Kings
javier-carrasco-sanz,,JAVIER,CARRASCO SANZ,S,1.8,,100,,2022,Leipzig Kings
florian-giese,,FLORIAN,GIESE,RB,1.78,,105,,2022,Leipzig Kings
zachariah-davidson-bentham,,ZACHARIAH,DAVIDSON-BENTHAM,OL,1.97,,156,,2022,Leipzig Kings
philipp-muller,,PHILIPP,MÜLLER,DT,1.84,,119,,2022,Leipzig Kings
jordan-barlow,,JORDAN,BARLOW,QB,1.85,,97,,2022,Leipzig Kings
