old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
mike-taylor-iii,,Mike,Taylor III,DL,1.87,73.62,124,273.37,2021,Cologne Centurions
quinten-pounds,1,Quinten,Pounds,WR,1.82,71.65,82,180.78,2021,Cologne Centurions
justin-schlesinger,10,Justin,Schlesinger,WR,1.8,70.87,75,165.35,2021,Cologne Centurions
noah-aarass,11,Noah,Aarass,WR,1.9,74.8,97,213.85,2021,Cologne Centurions
jan-weinreich,12,Jan,Weinreich,QB,1.93,75.98,93,205.03,2021,Cologne Centurions
jannik-loercks,13,Jannik,Lörcks,WR,1.83,72.05,83,182.98,2021,Cologne Centurions
ramin-akhlaghi,14,Ramin,Akhlaghi,WR,1.8,70.87,80,176.37,2021,Cologne Centurions
rene-berres,15,René,Berres,FB/TE,1.88,74.02,102,224.87,2021,Cologne Centurions
kai-schiffer,18,Kai,Schiffer,WR,1.9,74.8,93,205.03,2021,Cologne Centurions
moritz-schnippe,19,Moritz,Schnippe,WR,1.85,72.83,85,187.39,2021,Cologne Centurions
waheed-bhikh,19,Waheed,Bhikh,CB,1.83,72.05,83,182.98,2021,Cologne Centurions
daniel-schuhmacher,2,Daniel,Schuhmacher,K,1.89,74.41,89,196.21,2021,Cologne Centurions
tufan-yagmur,2,Tufan,Yagmur,ILB,1.8,70.87,98,216.05,2021,Cologne Centurions
paul-steffen,22,Paul,Steffen,S,1.79,70.47,88,194.01,2021,Cologne Centurions
dartez-jacobs,24,Dartez,Jacobs,S,1.88,74.02,93,205.03,2021,Cologne Centurions
andre-frisch,26,Andre,Frisch,RB,1.74,68.5,80,176.37,2021,Cologne Centurions
madre-london,28,Madre,London,RB,1.85,72.83,97,213.85,2021,Cologne Centurions
rene-hanssen,29,René,Hanßen,CB,1.8,70.87,84,185.19,2021,Cologne Centurions
femi-durojaiye,3,Femi,Durojaiye,DB,1.8,70.87,80,176.37,2021,Cologne Centurions
julian-volker,3,Julian,Völker,DE,1.99,78.35,115,253.53,2021,Cologne Centurions
matthias-banjaqui,30,Matthias,Banjaqui,OLB,1.88,74.02,98,216.05,2021,Cologne Centurions
dany-lamy,31,Dany,Lamy,CB,1.88,74.02,87,191.8,2021,Cologne Centurions
dennis-laas,34,Dennis,Laas,DB,1.88,74.02,94,207.23,2021,Cologne Centurions
glody-ngovo,4,Glody,Ngovo,RB,1.8,70.87,85,187.39,2021,Cologne Centurions
jannik-seibel,4,Jannik,Seibel,CB,1.9,74.8,95,209.44,2021,Cologne Centurions
patrick-poetsch,43,Patrick,Poetsch,FB,1.8,70.87,124,273.37,2021,Cologne Centurions
marius-kensy,44,Marius,Kensy,ILB,1.85,72.83,112,246.92,2021,Cologne Centurions
niklas-liesen,47,Niklas,Liesen,ILB,1.84,72.44,106,233.69,2021,Cologne Centurions
kasper-bongaerts,48,Kasper,Bongaerts,LB,1.83,72.05,90,198.42,2021,Cologne Centurions
alberto-coq-huelva,49,Alberto,Coq Huelva,LB,1.85,72.83,96,211.64,2021,Cologne Centurions
paul-kavadia-lenhardt,5,Paul,Kavadia-Lenhardt,WR,1.76,69.29,70,154.32,2021,Cologne Centurions
alexander-boes,52,Alexander,Boes,DT,1.9,74.8,120,264.55,2021,Cologne Centurions
maximilian-oebels,54,Maximilian,Oebels,ILB,1.8,70.87,98,216.05,2021,Cologne Centurions
firat-aybek,56,Firat,Aybek,OL,1.9,74.8,165,363.76,2021,Cologne Centurions
lennart-weitz,58,Lennart,Weitz,OLB,1.8,70.87,95,209.44,2021,Cologne Centurions
anton-glusancov,59,Anton,Glusancov,OL,1.9,74.8,125,275.58,2021,Cologne Centurions
benjamin-cerimagic,6,Benjamin,Cerimagic,DE,1.92,75.59,108,238.1,2021,Cologne Centurions
jannik-nowak,6,Jannik,Nowak,QB,1.8,70.87,87,191.8,2021,Cologne Centurions
malik-becker,61,Malik,Becker,OL,1.78,70.08,135,297.62,2021,Cologne Centurions
nick-wiens,68,Nick,Wiens,OL,1.87,73.62,126,277.78,2021,Cologne Centurions
hannes-darley,69,Hannes,Darley,OL,1.93,75.98,112,246.92,2021,Cologne Centurions
alexander-frisch,7,Alexander,Frisch,QB,1.95,76.77,93,205.03,2021,Cologne Centurions
daniel-farley,7,Daniel,Farley,QB,1.88,74.02,91,200.62,2021,Cologne Centurions
till-janssen,7,Till,Janssen,CB,1.9,74.8,87,191.8,2021,Cologne Centurions
florian-kallwitz,71,Florian,Kallwitz,OL,1.87,73.62,135,297.62,2021,Cologne Centurions
tom-maier,72,Tom,Maier,OL,2.01,79.13,122,268.96,2021,Cologne Centurions
fabian-kratz,73,Fabian,Kratz,OL,1.97,77.56,110,242.51,2021,Cologne Centurions
niklas-meiworm,76,Niklas,Meiworm,OL,1.96,77.17,147,324.08,2021,Cologne Centurions
frederick-weinreich,78,Frederick,Weinreich,OL,1.85,72.83,125,275.58,2021,Cologne Centurions
jan-niclas-dalbeck,79,Jan-Niclas,Dalbeck,OL,2.01,79.13,137,302.03,2021,Cologne Centurions
valentin-rodiger,81,Valentin,Rödiger,WR,1.8,70.87,81,178.57,2021,Cologne Centurions
michael-ofosuhene,85,Michael,Ofosuhene,WR,1.81,71.26,88,194.01,2021,Cologne Centurions
leroy-stryewski,86,LeRoy,Stryewski,TE,1.95,76.77,105,231.49,2021,Cologne Centurions
florian-eichhorn,87,Florian,Eichhorn,TE,1.89,74.41,106,233.69,2021,Cologne Centurions
christopher-ezeala,9,Christopher,Ezeala,RB,1.83,72.05,109,240.3,2021,Cologne Centurions
richard-grooten,9,Richard,Grooten,S,1.77,69.69,82,180.78,2021,Cologne Centurions
sydney-amadu,9,Sydney,Amadu,ILB,1.85,72.83,113,249.12,2021,Cologne Centurions
arkady-naus,90,Arkady,Naus,DE,1.9,74.8,110,242.51,2021,Cologne Centurions
roman-sellung,91,Roman,Sellung,DL,1.86,73.23,138,304.24,2021,Cologne Centurions
ramy-mohamed,92,Ramy,Mohamed,DL,1.9,74.8,105,231.49,2021,Cologne Centurions
samuel-ziebarth,93,Samuel,Ziebarth,DT,,,,,2021,Cologne Centurions
matz-peters,96,Matz,Peters,DL,1.89,74.41,113,249.12,2021,Cologne Centurions
junior-de-souza-briele,99,Junior,De Souza Briele,DT,1.87,73.62,122,268.96,2021,Cologne Centurions
