player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
tim-unger,33,Tim,Unger,OLB,1.85,72.83,97,213.85,2022,Raiders Tirol
filip-vlajic,34,Filip,Vlajic,RB,1.72,67.72,78,171.96,2022,Raiders Tirol
marco-schneider,4,Marco,Schneider,WR,1.7,66.93,80,176.37,2022,Raiders Tirol
philipp-timmermann,48,Philipp,Timmermann,OLB,1.77,69.69,86,189.6,2022,Raiders Tirol
jamalcolm-liggins,5,Jamalcolm,Liggins,CB,1.88,74.02,92,202.83,2022,Raiders Tirol
philipp-loffelberger,51,Philipp,Löffelberger,DT,1.88,74.02,107,235.89,2022,Raiders Tirol
jeffery-asare,53,Jeffery,Asare,OL,1.91,75.2,130,286.6,2022,Raiders Tirol
julian-perfler,55,Julian,Perfler,ILB,1.85,72.83,103,227.08,2022,Raiders Tirol
gerd-mitterdorfer,59,Gerd,Mitterdorfer,OL,1.82,71.65,118,260.15,2022,Raiders Tirol
adrian-platzgummer,6,Adrian,Platzgummer,WR,1.81,71.26,88,194.01,2022,Raiders Tirol
michael-habetin,70,Michael,Habetin,OL,1.89,74.41,115,253.53,2022,Raiders Tirol
tony-koskinen,72,Tony,Koskinen,OL,1.93,75.98,123,271.17,2022,Raiders Tirol
tobias-url,73,Tobias,Url,OL,1.8,70.87,118,260.15,2022,Raiders Tirol
daniel-claus,77,Daniel,Claus,OL,2.03,79.92,150,330.69,2022,Raiders Tirol
daniel-fankhauser,78,Daniel,Fankhauser,OL,1.92,75.59,132,291.01,2022,Raiders Tirol
manuel-lortzing-martinez,79,Manuel,Lortzing Martinez,OL,1.88,74.02,136,299.83,2022,Raiders Tirol
christoph-nitzlnader,8,Christoph,Nitzlnader,CB,1.83,72.05,84,185.19,2022,Raiders Tirol
rafael-belici,81,Rafael,Belici,WR,1.74,68.5,70,154.32,2022,Raiders Tirol
jan-grischenig,82,Jan,Grischenig,WR,1.71,67.32,85,187.39,2022,Raiders Tirol
markus-schaberl,85,Markus,Schaberl,TE,1.98,77.95,115,253.53,2022,Raiders Tirol
lukas-fink,86,Lukas,Fink,WR,1.85,72.83,85,187.39,2022,Raiders Tirol
toni-rabensteiner,87,Toni,Rabensteiner,WR,1.8,70.87,97,213.85,2022,Raiders Tirol
thomas-kugler,9,Thomas,Kugler,S,1.85,72.83,90,198.42,2022,Raiders Tirol
manuel-jovic,90,Manuel,Jovic,DE,1.92,75.59,115,253.53,2022,Raiders Tirol
thomas-schaffer,90,Thomas,Schaffer,DE,2.01,79.13,140,308.65,2022,Raiders Tirol
derrick-brumfield,91,Derrick,Brumfield,DE,1.93,75.98,105,231.49,2022,Raiders Tirol
laurynas-orlovicius,92,Laurynas,Orlovicius,DT,1.91,75.2,138,304.24,2022,Raiders Tirol
tinashe-jefferson-chawaguta,93,Tinashe Jefferson,Chawaguta,DT,1.8,70.87,116,255.74,2022,Raiders Tirol
sebastian-schaar,95,Sebastian,Schaar,DE,1.88,74.02,120,264.55,2022,Raiders Tirol
denis-william-butz,96,Denis William,Butz,DT,1.8,70.87,132,291.01,2022,Raiders Tirol
nicolas-melcher,97,Nicolas,Melcher,DE,1.91,75.2,115,253.53,2022,Raiders Tirol
niklas-gustav,98,Niklas,Gustav,DE,1.88,74.02,109,240.3,2022,Raiders Tirol
vincent-buffet,99,Vincent,Buffet,DE,1.89,74.41,125,275.58,2022,Raiders Tirol
fabian-abfalter,,FABIAN,ABFALTER,WR,1.86,,90,,2022,Raiders Tirol
logan-moragne,,LOGAN,MORAGNE,RB,1.83,,89,,2022,Raiders Tirol
josef-fuksa,,JOSEF,FUKSA,OL,2.07,,135,,2022,Raiders Tirol
lucas-veluire,,LUCAS,VELUIRE,CB,1.83,,88,,2022,Raiders Tirol
