old_player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
ryan-rimmler,1,Ryan,Rimmler,K,1.8,70.87,104,229.28,2022,Frankfurt Galaxy
timo-benschuh,10,Timo,Benschuh,WR,1.94,76.38,85,187.39,2022,Frankfurt Galaxy
jalen-embry,11,Ja'len,Embry,CB,1.82,71.65,88,194.01,2022,Frankfurt Galaxy
marvin-rutsch,13,Marvin,Rutsch,WR,1.8,70.87,82,180.78,2022,Frankfurt Galaxy
joshua-poznanski,14,Joshua,Poznanski,S,1.9,74.8,98,216.05,2022,Frankfurt Galaxy
max-siemssen,15,Max,Siemssen,WR,1.9,74.8,90,198.42,2022,Frankfurt Galaxy
niklas-schumm,16,Niklas,Schumm,WR,1.87,73.62,75,165.35,2022,Frankfurt Galaxy
reece-horn,17,Reece,Horn,WR,1.9,74.8,98,216.05,2022,Frankfurt Galaxy
fernando-lowery,18,Fernando,Lowery,CB,1.8,70.87,89,196.21,2022,Frankfurt Galaxy
nico-strahmann,19,Nico,Strahmann,WR,1.8,70.87,83,182.98,2022,Frankfurt Galaxy
kai-hunter,22,Kai,Hunter,RB,1.76,69.29,85,187.39,2022,Frankfurt Galaxy
karim-ben-el-ghali,24,Karim,Ben El Ghali,CB,1.8,70.87,80,176.37,2022,Frankfurt Galaxy
thomas-fischbach,27,Thomas,Fischbach,RB,1.71,67.32,80,176.37,2022,Frankfurt Galaxy
simon-otto,28,Simon,Otto,CB,1.85,72.83,80,176.37,2022,Frankfurt Galaxy
falk-reuter,30,Falk,Reuter,S,1.83,72.05,89,196.21,2022,Frankfurt Galaxy
konstantin-katz,31,Konstantin,Katz,CB,1.83,72.05,83,182.98,2022,Frankfurt Galaxy
nick-kaufman,32,Nick,Kaufman,RB,1.73,68.11,86,189.6,2022,Frankfurt Galaxy
justin-rodney,33,Justin,Rodney,RB,1.74,68.5,85,187.39,2022,Frankfurt Galaxy
marcos-schlabitz,35,Marcos,Schlabitz,S,1.85,72.83,90,198.42,2022,Frankfurt Galaxy
louis-achaintre,40,Louis,Achaintre,ILB,1.88,74.02,100,220.46,2022,Frankfurt Galaxy
leon-helm,44,Leon,Helm,FB,1.83,72.05,103,227.08,2022,Frankfurt Galaxy
max-schmidt,45,Max,Schmidt,FB,1.83,72.05,100,220.46,2022,Frankfurt Galaxy
moritz-johannknecht,5,Moritz,Johannknecht,QB,1.88,74.02,91,200.62,2022,Frankfurt Galaxy
mark-andrew-adjei,51,Mark Andrew,Adjei,ILB,1.78,70.08,93,205.03,2022,Frankfurt Galaxy
wael-nasri,52,Wael,Nasri,ILB,1.8,70.87,105,231.49,2022,Frankfurt Galaxy
daniel-josiah,53,Daniel,Josiah,ILB,1.83,72.05,95,209.44,2022,Frankfurt Galaxy
karlis-brauns,54,Karlis,Brauns,DE,1.97,77.56,120,264.55,2022,Frankfurt Galaxy
mamadou-sy,55,Mamadou,Sy,DT,1.96,77.17,130,286.6,2022,Frankfurt Galaxy
sebastian-silva-gomez,56,Sebastian,Silva Gomez,OLB,1.9,74.8,98,216.05,2022,Frankfurt Galaxy
anthony-keith-williams,58,Anthony Keith,Williams,ILB,1.83,72.05,94,207.23,2022,Frankfurt Galaxy
thomas-albrecht,59,Thomas,Albrecht,ILB,1.83,72.05,106,233.69,2022,Frankfurt Galaxy
thomas-zampach,6,Thomas,Zampach,K,1.75,68.9,77,169.76,2022,Frankfurt Galaxy
lucas-hebel,62,Luca,Hebel,OL,1.93,75.98,145,319.67,2022,Frankfurt Galaxy
francesco-runco,66,Francesco,Runco,OL,1.94,76.38,135,297.62,2022,Frankfurt Galaxy
jakeb-sullivan,7,Jakeb,Sullivan,QB,1.85,72.83,88,194.01,2022,Frankfurt Galaxy
frank-atunlese,71,Frank,Atunlese,OL,1.92,75.59,142,313.06,2022,Frankfurt Galaxy
basil-weber,72,Basil,Weber,OL,1.91,75.2,135,297.62,2022,Frankfurt Galaxy
marko-vidovic,73,Marko,Vidović,OL,2.02,79.53,130,286.6,2022,Frankfurt Galaxy
sven-fischer,74,Sven,Fischer,OL,1.91,75.2,140,308.65,2022,Frankfurt Galaxy
joachim-christensen,75,Joachim,Christensen,OL,1.95,76.77,140,308.65,2022,Frankfurt Galaxy
nils-hampel,76,Nils,Hampel,OL,1.91,75.2,130,286.6,2022,Frankfurt Galaxy
yannic-kiehl,77,Yannic,Kiehl,OL,2.02,79.53,130,286.6,2022,Frankfurt Galaxy
tim-hirsch,78,Tim,Hirsch,OL,1.94,76.38,136,299.83,2022,Frankfurt Galaxy
luis-moreno,80,Luis,Moreno,WR,1.84,72.44,90,198.42,2022,Frankfurt Galaxy
janez-von-renesse,81,Janez,von Renesse,WR,1.85,72.83,82,180.78,2022,Frankfurt Galaxy
hendrik-schwarz,82,Hendrik,Schwarz,WR,1.9,74.8,90,198.42,2022,Frankfurt Galaxy
zinedin-bendjabou,83,Zinedin,Bendjabou,WR,1.8,70.87,77,169.76,2022,Frankfurt Galaxy
cheikhou-sow,84,Cheikhou,Sow,WR,1.76,69.29,80,176.37,2022,Frankfurt Galaxy
markus-hachenberg,85,Markus,Hachenberg,WR,1.91,75.2,101,222.67,2022,Frankfurt Galaxy
lorenz-regler,86,Lorenz,Regler,WR,1.95,76.77,85,187.39,2022,Frankfurt Galaxy
kevin-mwamba,87,Kevin,Mwamba,TE,1.87,73.62,118,260.15,2022,Frankfurt Galaxy
marc-anthony-hor,90,Marc Anthony,Hor,DT,1.87,73.62,130,286.6,2022,Frankfurt Galaxy
tim-wustefeld,91,Tim,Wüstefeld,DT,1.8,70.87,112,246.92,2022,Frankfurt Galaxy
tim-gockus,92,Tim,Göckus,DE,1.88,74.02,105,231.49,2022,Frankfurt Galaxy
thang-le-minh,93,Thang,Le Minh,DT,1.87,73.62,125,275.58,2022,Frankfurt Galaxy
cedric-udegbe,94,Cedric,Udegbe,DE,1.92,75.59,112,246.92,2022,Frankfurt Galaxy
mete-konya,95,Mete,Konya,DT,1.83,72.05,117,257.94,2022,Frankfurt Galaxy
sven-rieger,97,Sven,Rieger,DT,1.94,76.38,155,341.72,2022,Frankfurt Galaxy
koku-giede,98,Koku,Giede,DE,1.93,75.98,110,242.51,2022,Frankfurt Galaxy
kevin-maier,99,Kevin,Maier,DE,1.93,75.98,108,238.1,2022,Frankfurt Galaxy
calvin-schuld,,CALVIN,SCHULD,ILB,1.78,,80,,2022,Frankfurt Galaxy
maximilian-kranz,,MAXIMILIAN,KRANZ,CB,1.79,,76,,2022,Frankfurt Galaxy
kai-wullbrandt,,KAI,WULLBRANDT,OL,2.0,,126,,2022,Frankfurt Galaxy
jasper-small,,JASPER,SMALL,QB,1.8,,87,,2022,Frankfurt Galaxy
