season,game_id,team_id,team_name,loc,opponent_id,opponent_name,player_uni,player_name,player_short_name,player_check_name,player_GP,player_GS,player_pos
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,3,Adrian  Fiedler,A. Fiedler,"FIEDLER,A",1,1,TE
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,4,Collin Hill,C. Hill,"HILL,C",1,1,QB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,5,Andreas  Buri,A. Buri,"BURI,A",1,1,LB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,7,Silas Nacita,S. Nacita,"NACITA,S",1,1,RB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,8,Moritz Stein,M. Stein,"STEIN,M",1,1,RB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,9,Nils Jonkmans,N. Jonkmans,"JONKMANS,N",1,0,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,13,Anton Jallai,A. Jallai,"JALLAI,A",1,0,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,14,Timothy Schurmann,T. Schuermann,"SCHUERMANN,T",1,1,SS
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,19,Gregorio Calonego,G. Calonego,"CALONEGO,G",1,1,WR
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,20,Olivier Marty,O. Marty,"MARTY,O",1,0,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,21,Fabian  Bruhin,F. Bruhin,"BRUHIN,F",1,1,CB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,23,Chaska Remy Perron,C. Perron,"PERRON,C",1,1,CB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,24,Dimitri Gfeller,D. Gfeller,"GFELLER,D",1,0,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,35,Florian  Ziegler,F. Ziegler,"ZIEGLER,F",1,0,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,37,Robert Harvey,R. Harvey,"HARVEY,R",1,0,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,44,Fabian Strahm,F. Strahm,"STRAHM,F",1,0,
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,47,Jonathan Falk,J. Falk,"FALK,J",1,1,LB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,53,Dominik Liechti,D. Liechti,"LIECHTI,D",1,1,DE
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,56,Filip Kovljenic,F. Kovljenic,"KOVLJENIC,F",1,1,OT
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,57,Jurg Stalder,J. Stalder,"STALDER,J",1,1,OT
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,58,"John ""JR"" Tavai",J. Tavai,"TAVAI,J",1,1,LB
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,65,Federico Ferretti,F. Ferretti,"FERRETTI,F",1,1,OG
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,73,Timothy Schmid,T. Schmid,"SCHMID,T",1,1,C
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,75,Gabriel Rodriguez,G. Rodríguez,"RODRíGUEZ,G",1,1,OT
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,77,Jean-Pierre Stadler,J. Stadler,"STADLER,J",1,1,DT
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,83,Xavier Baudraz,X. Baudraz,"BAUDRAZ,X",1,1,WR
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,96,Tim Hanni,T. Haenni,"HAENNI,T",1,1,DT
2023,BDHG2301,HG,Helvetic Guards,A,BD,Barcelona Dragons,TM,Team,Team,TEAM,1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,1,Tony Tate,T. Tate,"TATE,T",1,1,WR
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,3,Szymon Jarmolkowicz,S. Jarmolkowicz,"JARMOLKOWICZ,S",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,4,Timi Nuikka,T. Nuikka,"NUIKKA,T",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,5,Maciej Krupa,M. Krupa,"KRUPA,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,6,Kamil Ruta,K. Ruta,"RUTA,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,7,Jakub Aldas,J. Aldas,"ALDAS,J",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,8,Artevius Smith,A. Smith,"SMITH,A",1,1,DB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,10,Milosz Mackow,M. Macków,"MACKóW,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,11,Matthew Vitale,M. Vitale,"VITALE,M",1,1,QB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,12,Konrad Stepien,K. Stepien,"STEPIEN,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,13,Norman Ossohou,N. Ossohou,"OSSOHOU,N",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,14,Kacper Fiedziuk,K. Fiedziuk,"FIEDZIUK,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,15,Bartosz Dziedzic,B. Dziedzic,"DZIEDZIC,B",1,1,WR
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,16,Wiktor Zieba,W. Zieba,"ZIEBA,W",1,1,TE
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,18,Adrian Grodecki,A. Grodecki,"GRODECKI,A",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,19,Daniel Piatkowski,D. Piatkowski,"PIATKOWSKI,D",1,1,DB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,22,Dawid Brzozowski,D. Brzozowski,"BRZOZOWSKI,D",1,1,RB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,23,Kacper Jaszewski,K. Jaszweski,"JASZWESKI,K",1,1,WR
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,25,Adam Lary,A. Lary,"LARY,A",1,1,CB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,26,Marcin Osumek,M. Osumek,"OSUMEK,M",1,1,CB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,27,Grzegorz Lary,G. Lary,"LARY,G",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,29,Kamil Kotlarz,K. Kotlarz,"KOTLARZ,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,30,Tomasz Gajewski,T. Gajewski,"GAJEWSKI,T",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,31,Szymon Romanowski,S. Romanowski,"ROMANOWSKI,S",1,1,LB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,34,Solomon Brown,S. Brown,"BROWN,S",1,1,DE
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,35,Krzystof Wis,K. Wis,"WIS,K",1,1,LB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,44,Andrei Karmakskikh,A. Karamakskikh,"KARAMAKSKIKH,A",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,46,Hubert Ogrodowczyk,H. Ogrodowczyk,"OGRODOWCZYK,H",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,47,Antoni Idziak,A. Idziak,"IDZIAK,A",1,1,LB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,49,Dawid Dzielendziak,D. Dzieledziak,"DZIELEDZIAK,D",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,50,Szymon Adamczyk,S. Adamczyk,"ADAMCZYK,S",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,53,Leo Krafft,L. Krafft,"KRAFFT,L",1,1,RT
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,54,Stanislaw Idziak,S. Idziak,"IDZIAK,S",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,55,Rafal Rogaczewski,R. Rogaczewski,"ROGACZEWSKI,R",1,1,C
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,64,Konrad Orzechowski,K. Orzechowski,"ORZECHOWSKI,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,65,Kamil Piatek,K. Piatek,"PIATEK,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,66,Sebastian Kojkol,S. Kojkol,"KOJKOL,S",1,1,RG
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,70,Bartosz Malek,B. Malek,"MALEK,B",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,74,Murilo Machado Silva,M. Silva,"SILVA,M",1,1,LG
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,77,Otavio Amorim,O. Amorim,"AMORIM,O",1,1,LT
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,84,Michal Goszczynski,M. Goszczynski,"GOSZCZYNSKI,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,87,Mateusz Wojakiewicz,M. Wojakiewicz,"WOJAKIEWICZ,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,88,Bruno Waszkiewicz,B. Waszkiewicz,"WASZKIEWICZ,B",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,91,Oskar Romaniuk,O. Romaniuk,"ROMANIUK,O",1,1,DT
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,97,Lukasz Gembara,L. Gembara,"GEMBARA,L",1,1,DN
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,99,Robert Rosolek,R. Rosolek,"ROSOLEK,R",1,1,DE
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,TM,Team,Team,TEAM,1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,1,Tony Tate,T. Tate,"TATE,T",1,1,WR
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,3,Szymon Jarmolkowicz,S. Jarmolkowicz,"JARMOLKOWICZ,S",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,4,Timi Nuikka,T. Nuikka,"NUIKKA,T",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,5,Maciej Krupa,M. Krupa,"KRUPA,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,6,Kamil Ruta,K. Ruta,"RUTA,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,7,Jakub Aldas,J. Aldas,"ALDAS,J",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,8,Artevius Smith,A. Smith,"SMITH,A",1,1,DB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,10,Milosz Mackow,M. Macków,"MACKóW,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,11,Matthew Vitale,M. Vitale,"VITALE,M",1,1,QB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,12,Konrad Stepien,K. Stepien,"STEPIEN,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,13,Norman Ossohou,N. Ossohou,"OSSOHOU,N",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,14,Kacper Fiedziuk,K. Fiedziuk,"FIEDZIUK,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,15,Bartosz Dziedzic,B. Dziedzic,"DZIEDZIC,B",1,1,WR
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,16,Wiktor Zieba,W. Zieba,"ZIEBA,W",1,1,TE
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,18,Adrian Grodecki,A. Grodecki,"GRODECKI,A",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,19,Daniel Piatkowski,D. Piatkowski,"PIATKOWSKI,D",1,1,DB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,22,Dawid Brzozowski,D. Brzozowski,"BRZOZOWSKI,D",1,1,RB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,23,Kacper Jaszewski,K. Jaszweski,"JASZWESKI,K",1,1,WR
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,25,Adam Lary,A. Lary,"LARY,A",1,1,CB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,26,Marcin Osumek,M. Osumek,"OSUMEK,M",1,1,CB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,27,Grzegorz Lary,G. Lary,"LARY,G",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,29,Kamil Kotlarz,K. Kotlarz,"KOTLARZ,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,30,Tomasz Gajewski,T. Gajewski,"GAJEWSKI,T",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,31,Szymon Romanowski,S. Romanowski,"ROMANOWSKI,S",1,1,LB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,34,Solomon Brown,S. Brown,"BROWN,S",1,1,DE
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,35,Krzystof Wis,K. Wis,"WIS,K",1,1,LB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,44,Andrei Karmakskikh,A. Karamakskikh,"KARAMAKSKIKH,A",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,46,Hubert Ogrodowczyk,H. Ogrodowczyk,"OGRODOWCZYK,H",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,47,Antoni Idziak,A. Idziak,"IDZIAK,A",1,1,LB
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,49,Dawid Dzielendziak,D. Dzieledziak,"DZIELEDZIAK,D",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,50,Szymon Adamczyk,S. Adamczyk,"ADAMCZYK,S",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,53,Leo Krafft,L. Krafft,"KRAFFT,L",1,1,RT
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,54,Stanislaw Idziak,S. Idziak,"IDZIAK,S",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,55,Rafal Rogaczewski,R. Rogaczewski,"ROGACZEWSKI,R",1,1,C
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,64,Konrad Orzechowski,K. Orzechowski,"ORZECHOWSKI,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,65,Kamil Piatek,K. Piatek,"PIATEK,K",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,66,Sebastian Kojkol,S. Kojkol,"KOJKOL,S",1,1,RG
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,70,Bartosz Malek,B. Malek,"MALEK,B",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,74,Murilo Machado Silva,M. Silva,"SILVA,M",1,1,LG
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,77,Otavio Amorim,O. Amorim,"AMORIM,O",1,1,LT
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,84,Michal Goszczynski,M. Goszczynski,"GOSZCZYNSKI,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,87,Mateusz Wojakiewicz,M. Wojakiewicz,"WOJAKIEWICZ,M",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,88,Bruno Waszkiewicz,B. Waszkiewicz,"WASZKIEWICZ,B",1,0,
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,91,Oskar Romaniuk,O. Romaniuk,"ROMANIUK,O",1,1,DT
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,97,Lukasz Gembara,L. Gembara,"GEMBARA,L",1,1,DN
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,99,Robert Rosolek,R. Rosolek,"ROSOLEK,R",1,1,DE
2023,BTPW2303,PW,Panthers Wroclaw,A,BT,Berlin Thunder,TM,Team,Team,TEAM,1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,1,L. Balogh,L. Balogh,"BALOGH,L",1,1,LB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,2,D. Tasic,D. Tasic,"TASIC,D",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,3,F. Wegan,F. Wegan,"WEGAN,F",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,4,J. Bouah,J. Bouah,"BOUAH,J",1,1,WR
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,6,R. Kalous,R. Kalous,"KALOUS,R",1,1,WR
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,7,E. Edwards,E. Edwards,"EDWARDS,E",1,1,CB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,8,C. Helbig,C. Helbig,"HELBIG,C",1,1,QB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,10,W. Carr,W. Carr,"CARR,W",1,1,WR
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,11,M. Schachermayr,M. Schachermayr,"SCHACHERMAYR,M",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,12,A. Reischl,A. Reischl,"REISCHL,A",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,15,R. Frey,R. Frey,"FREY,R",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,18,N. Rabitsch,N. Rabitsch,"RABITSCH,N",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,22,C. Kellner,C. Kellner,"KELLNER,C",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,23,B. Straight,B. Straight,"STRAIGHT,B",1,1,SS
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,24,K. Pajarinen,K. Pajarinen,"PAJARINEN,K",1,1,RB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,26,E. Laalo,E. Laalo,"LAALO,E",1,1,CB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,27,N. Huszar,N. Huszar,"HUSZAR,N",1,1,CB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,32,L. Horvath,L. Horvath,"HORVATH,L",1,1,FS
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,33,S. Ernst,S. Ernst,"ERNST,S",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,36,F. Tartarotti,F. Tartarotti,"TARTAROTTI,F",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,37,S. Wimmer,S. Wimmer,"WIMMER,S",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,39,V. Leutgeb,V. Leutgeb,"LEUTGEB,V",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,40,T. Schnurrer,T. Schnurrer,"SCHNURRER,T",1,1,LB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,42,M. Elmauthaler,M. Elmauthaler,"ELMAUTHALER,M",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,44,L. Huber,L. Huber,"HUBER,L",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,46,V. Millauer,V. Millauer,"MILLAUER,V",1,1,DE
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,49,A. Watholowitsc,A. Watholowitsc,"WATHOLOWITSC,A",1,1,LB
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,51,C. Walz,C. Walz,"WALZ,C",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,52,O. Kranich,O. Kranich,"KRANICH,O",1,1,DT
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,56,M. Daltrey,M. Daltrey,"DALTREY,M",1,1,C
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,61,A. Milanovic,A. Milanovic,"MILANOVIC,A",1,1,OT
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,65,M. Janda,M. Janda,"JANDA,M",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,71,L. Holub,L. Holub,"HOLUB,L",1,1,OT
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,73,M. Stockamp,M. Stockamp,"STOCKAMP,M",1,1,OG
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,75,D. Pozarek,D. Pozarek,"POZAREK,D",1,0,
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,77,D. Rauter,D. Rauter,"RAUTER,D",1,1,OG
2023,BTVV2302,VV,Vienna Vikings,A,BT,Berlin Thunder,79,B. Rab,B. Rab,"RAB,B",1,0,
