season,game_id,team_id,team_name,loc,opponent_id,opponent_name,player_uni,player_name,player_short_name,player_check_name,player_GP,player_GS,player_pos
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,31,D. Lamy,D. Lamy,"LAMY,D",1,1,S
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,33,T. Nick,T. Nick,"NICK,T",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,43,S. Vogel,S. Vogel,"VOGEL,S",1,1,LB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,44,M. Kensy,M. Kensy,"KENSY,M",1,1,LB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,46,M. Scherenberg,M. Scherenberg,"SCHERENBERG,M",1,1,S
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,47,N. Liesen,N. Liesen,"LIESEN,N",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,57,F. Simon,F. Simon,"SIMON,F",1,1,LB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,60,K. Foitzik,K. Foitzik,"FOITZIK,K",1,1,C
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,65,L. Michailidis,L. Michailidis,"MICHAILIDIS,L",1,1,LG
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,71,L. Wiegand,L. Wiegand,"WIEGAND,L",1,1,RT
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,72,M. Bencek,M. Bencek,"BENCEK,M",1,1,LT
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,73,F. Kratz,F. Kratz,"KRATZ,F",1,1,RG
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,81,V. Roediger,V. Roediger,"ROEDIGER,V",1,1,WR
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,90,A. Naus,A. Naus,"NAUS,A",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,94,C. Richardson,C. Richardson,"RICHARDSON,C",1,1,DT
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,95,J. Lara Perez,J. Lara Perez,"PEREZ,J LARA",1,1,DE
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,97,J. Wenke,J. Wenke,"WENKE,J",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,TM,TEAM,TEAM,TEAM,1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,1,Q. Pounds,Q. Pounds,"POUNDS,Q",1,1,WR
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,2,T. Yagmur,T. Yagmur,"YAGMUR,T",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,3,J. Voelker,J. Voelker,"VOELKER,J",1,1,DE
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,4,K. Beverly,K. Beverly,"BEVERLY,K",1,1,CB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,5,P. Lenhardt,P. Lenhardt,"LENHARDT,P",1,1,WR
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,6,B. Cerimagic,B. Cerimagic,"CERIMAGIC,B",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,7,Al. Frisch,Al. Frisch,"FRISCH,AL",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,8,D. Tanwani,D. Tanwani,"TANWANI,D",1,1,RB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,10,J. Schlesinger,J. Schlesinger,"SCHLESINGER,J",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,12,J. Weinreich,J. Weinreich,"WEINREICH,J",1,1,QB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,13,J. Loercks,J. Loercks,"LOERCKS,J",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,15,J. Appelt,J. Appelt,"APPELT,J",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,17,A. Dickmeis,A. Dickmeis,"DICKMEIS,A",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,18,L. Geyer,L. Geyer,"GEYER,L",1,1,WR
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,19,W. Bhikh,W. Bhikh,"BHIKH,W",1,1,CB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,22,P. Steffen,P. Steffen,"STEFFEN,P",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,23,I. Eldewieh,I. Eldewieh,"ELDEWIEH,I",1,1,S
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,27,M. Richter,M. Richter,"RICHTER,M",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,29,E. Akguen,E. Akguen,"AKGUEN,E",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,31,D. Lamy,D. Lamy,"LAMY,D",1,1,S
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,33,T. Nick,T. Nick,"NICK,T",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,43,S. Vogel,S. Vogel,"VOGEL,S",1,1,LB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,44,M. Kensy,M. Kensy,"KENSY,M",1,1,LB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,46,M. Scherenberg,M. Scherenberg,"SCHERENBERG,M",1,1,S
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,47,N. Liesen,N. Liesen,"LIESEN,N",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,57,F. Simon,F. Simon,"SIMON,F",1,1,LB
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,60,K. Foitzik,K. Foitzik,"FOITZIK,K",1,1,C
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,65,L. Michailidis,L. Michailidis,"MICHAILIDIS,L",1,1,LG
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,71,L. Wiegand,L. Wiegand,"WIEGAND,L",1,1,RT
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,72,M. Bencek,M. Bencek,"BENCEK,M",1,1,LT
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,73,F. Kratz,F. Kratz,"KRATZ,F",1,1,RG
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,81,V. Roediger,V. Roediger,"ROEDIGER,V",1,1,WR
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,90,A. Naus,A. Naus,"NAUS,A",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,94,C. Richardson,C. Richardson,"RICHARDSON,C",1,1,DT
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,95,J. Lara Perez,J. Lara Perez,"PEREZ,J LARA",1,1,DE
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,97,J. Wenke,J. Wenke,"WENKE,J",1,0,
2022,BDCC2203,CC,Cologne Centurions,A,BD,Barcelona Dragons,TM,TEAM,TEAM,TEAM,1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,1,S. Ceesay,S. Ceesay,"CEESAY,S",1,1,QB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,3,M. Boock,M. Boock,"BOOCK,M",1,1,LB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,4,M. Maack,M. Maack,"MAACK,M",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,5,J. Constant,J. Constant,"CONSTANT,J",1,1,WR
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,7,G. Toonga,G. Toonga,"TOONGA,G",1,1,RB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,8,E. Schlomm,E. Schlomm,"SCHLOMM,E",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,10,J. Madin Cerezo,J. Madin Cerezo,"CEREZO,J MADIN",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,11,B. Mau,B. Mau,"MAU,B",1,1,WR
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,16,L. Jordan II,L. Jordan II,"II,L JORDAN",1,1,WR
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,20,G. Ameln,G. Ameln,"AMELN,G",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,23,J. Rogers,J. Rogers,"ROGERS,J",1,1,CB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,25,D. Brown Jr.,D. Brown Jr.,",D BROWN JR",1,1,FS
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,26,S. Homadi,S. Homadi,"HOMADI,S",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,27,L. Mueller,L. Mueller,"MUELLER,L",1,1,CB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,28,B. Maruschke,B. Maruschke,"MARUSCHKE,B",1,1,CB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,40,M. Spiegel,M. Spiegel,"SPIEGEL,M",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,52,A. Mati,A. Mati,"MATI,A",1,1,LB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,56,G. Nanguy,G. Nanguy,"NANGUY,G",1,1,LB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,59,L. Deiana,L. Deiana,"DEIANA,L",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,62,E. De Souza,E. De Souza,"SOUZA,E DE",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,81,B. Kouanda,B. Kouanda,"KOUANDA,B",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,91,K. Edebali,K. Edebali,"EDEBALI,K",1,1,DE
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,95,E. Yeboah,E. Yeboah,"YEBOAH,E",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,96,T. Haenni,T. Haenni,"HAENNI,T",1,1,DT
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,TM,TEAM,TEAM,TEAM,1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,1,S. Ceesay,S. Ceesay,"CEESAY,S",1,1,QB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,3,M. Boock,M. Boock,"BOOCK,M",1,1,LB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,4,M. Maack,M. Maack,"MAACK,M",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,5,J. Constant,J. Constant,"CONSTANT,J",1,1,WR
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,7,G. Toonga,G. Toonga,"TOONGA,G",1,1,RB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,8,E. Schlomm,E. Schlomm,"SCHLOMM,E",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,10,J. Madin Cerezo,J. Madin Cerezo,"CEREZO,J MADIN",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,11,B. Mau,B. Mau,"MAU,B",1,1,WR
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,16,L. Jordan II,L. Jordan II,"II,L JORDAN",1,1,WR
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,20,G. Ameln,G. Ameln,"AMELN,G",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,23,J. Rogers,J. Rogers,"ROGERS,J",1,1,CB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,25,D. Brown Jr.,D. Brown Jr.,",D BROWN JR",1,1,FS
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,26,S. Homadi,S. Homadi,"HOMADI,S",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,27,L. Mueller,L. Mueller,"MUELLER,L",1,1,CB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,28,B. Maruschke,B. Maruschke,"MARUSCHKE,B",1,1,CB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,40,M. Spiegel,M. Spiegel,"SPIEGEL,M",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,52,A. Mati,A. Mati,"MATI,A",1,1,LB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,56,G. Nanguy,G. Nanguy,"NANGUY,G",1,1,LB
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,59,L. Deiana,L. Deiana,"DEIANA,L",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,62,E. De Souza,E. De Souza,"SOUZA,E DE",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,81,B. Kouanda,B. Kouanda,"KOUANDA,B",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,91,K. Edebali,K. Edebali,"EDEBALI,K",1,1,DE
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,95,E. Yeboah,E. Yeboah,"YEBOAH,E",1,0,
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,96,T. Haenni,T. Haenni,"HAENNI,T",1,1,DT
2022,BDHD2214,HD,Hamburg Sea Devils,A,BD,Barcelona Dragons,TM,TEAM,TEAM,TEAM,1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,2,A. Unlu,A. Unlu,"UNLU,A",1,1,LB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,3,A. Isik,A. Isik,"ISIK,A",1,1,FS
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,4,T. Torun,T. Torun,"TORUN,T",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,5,U. Ozelce,U. Ozelce,"OZELCE,U",1,1,SS
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,7,I. Geyik,I. Geyik,"GEYIK,I",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,8,T. Cokadar,T. Cokadar,"COKADAR,T",1,1,RB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,10,J. Stegman,J. Stegman,"STEGMAN,J",1,1,QB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,12,Y. Timer,Y. Timer,"TIMER,Y",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,13,K. Ozer,K. Ozer,"OZER,K",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,14,A. Inan,A. Inan,"INAN,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,16,D. Heckstall,D. Heckstall,"HECKSTALL,D",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,17,O. Ceyhan,O. Ceyhan,"CEYHAN,O",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,18,E. Sarikaya,E. Sarikaya,"SARIKAYA,E",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,19,Y. Guven,Y. Guven,"GUVEN,Y",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,23,S. Ozdemir,S. Ozdemir,"OZDEMIR,S",1,1,LB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,24,A. Cisse,A. Cisse,"CISSE,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,25,A. Kucuk,A. Kucuk,"KUCUK,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,26,E. Baran,E. Baran,"BARAN,E",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,28,D. Lewis,D. Lewis,"LEWIS,D",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,29,J. Milliken,J. Milliken,"MILLIKEN,J",1,1,CB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,31,Y. Ertur,Y. Ertur,"ERTUR,Y",1,1,CB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,34,C. Dundar,C. Dundar,"DUNDAR,C",1,1,FS
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,36,A. Mercan,A. Mercan,"MERCAN,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,40,A. Ugur,A. Ugur,"UGUR,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,42,Z. Blair,Z. Blair,"BLAIR,Z",1,1,LB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,43,M. Tullio Lucas,M. Tullio Lucas,"LUCAS,M TULLIO",1,1,DE
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,52,S. Saka,S. Saka,"SAKA,S",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,55,O. Akbudak,O. Akbudak,"AKBUDAK,O",1,1,C
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,56,O. Duzcu,O. Duzcu,"DUZCU,O",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,61,S. Bilgin,S. Bilgin,"BILGIN,S",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,63,S. Dulger,S. Dulger,"DULGER,S",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,65,B. Aslan,B. Aslan,"ASLAN,B",1,1,OT
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,68,S. Cingilli,S. Cingilli,"CINGILLI,S",1,1,OT
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,70,C. Kucuksengun,C. Kucuksengun,"KUCUKSENGUN,C",1,1,OG
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,72,E. Dumlupinar,E. Dumlupinar,"DUMLUPINAR,E",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,75,S. Arenas,S. Arenas,"ARENAS,S",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,76,E. Altun,E. Altun,"ALTUN,E",1,1,OG
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,77,Z. Ceylan,Z. Ceylan,"CEYLAN,Z",1,1,DT
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,79,B. Akbas,B. Akbas,"AKBAS,B",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,80,M. Sarikatipogl,M. Sarikatipogl,"SARIKATIPOGL,M",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,84,A. Camlier,A. Camlier,"CAMLIER,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,88,E. Sariyildiz,E. Sariyildiz,"SARIYILDIZ,E",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,92,B. Karacor,B. Karacor,"KARACOR,B",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,93,A. Kilany,A. Kilany,"KILANY,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,95,M. Uwadilachi,M. Uwadilachi,"UWADILACHI,M",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,99,B. Zaimoglu,B. Zaimoglu,"ZAIMOGLU,B",1,1,DT
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,TM,TEAM,TEAM,TEAM,1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,2,A. Unlu,A. Unlu,"UNLU,A",1,1,LB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,3,A. Isik,A. Isik,"ISIK,A",1,1,FS
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,4,T. Torun,T. Torun,"TORUN,T",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,5,U. Ozelce,U. Ozelce,"OZELCE,U",1,1,SS
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,7,I. Geyik,I. Geyik,"GEYIK,I",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,8,T. Cokadar,T. Cokadar,"COKADAR,T",1,1,RB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,10,J. Stegman,J. Stegman,"STEGMAN,J",1,1,QB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,12,Y. Timer,Y. Timer,"TIMER,Y",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,13,K. Ozer,K. Ozer,"OZER,K",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,14,A. Inan,A. Inan,"INAN,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,16,D. Heckstall,D. Heckstall,"HECKSTALL,D",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,17,O. Ceyhan,O. Ceyhan,"CEYHAN,O",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,18,E. Sarikaya,E. Sarikaya,"SARIKAYA,E",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,19,Y. Guven,Y. Guven,"GUVEN,Y",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,23,S. Ozdemir,S. Ozdemir,"OZDEMIR,S",1,1,LB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,24,A. Cisse,A. Cisse,"CISSE,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,25,A. Kucuk,A. Kucuk,"KUCUK,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,26,E. Baran,E. Baran,"BARAN,E",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,28,D. Lewis,D. Lewis,"LEWIS,D",1,1,WR
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,29,J. Milliken,J. Milliken,"MILLIKEN,J",1,1,CB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,31,Y. Ertur,Y. Ertur,"ERTUR,Y",1,1,CB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,34,C. Dundar,C. Dundar,"DUNDAR,C",1,1,FS
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,36,A. Mercan,A. Mercan,"MERCAN,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,40,A. Ugur,A. Ugur,"UGUR,A",1,0,
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,42,Z. Blair,Z. Blair,"BLAIR,Z",1,1,LB
2022,BDIR2205,IR,Istanbul Rams,A,BD,Barcelona Dragons,43,M. Tullio Lucas,M. Tullio Lucas,"LUCAS,M TULLIO",1,1,DE
