season,week,is_game_finished,game_date,game_time,game_time_zone,game_date_utc,away_team,home_team,away_score,home_score,game_url,game_id
2021,3,true,2021-07-04 15:00:00,3:00 pm,CET,2021-07-04 14:00:00,Berlin Thunder,Stuttgart Surge,19,40,/live-games/210704-berlin-stuttgart,210704-berlin-stuttgart
2021,4,true,2021-07-11 15:00:00,3:00 pm,CET,2021-07-11 14:00:00,Frankfurt Galaxy,Cologne Centurions,41,20,/live-games/210711-cologne-frankfurt,210711-cologne-frankfurt
2021,4,true,2021-07-11 15:00:00,3:00 pm,CET,2021-07-11 14:00:00,Leipzig Kings,Stuttgart Surge,24,27,/live-games/210711-stuttgart-leipzig,210711-stuttgart-leipzig
2021,4,true,2021-07-11 18:00:00,6:00 pm,CET,2021-07-11 17:00:00,Berlin Thunder,Hamburg Sea Devils,6,44,/live-games/210711-hamburg-berlin,210711-hamburg-berlin
2021,5,true,2021-07-17 18:00:00,6:00 pm,CET,2021-07-17 17:00:00,Barcelona Dragons,Frankfurt Galaxy,22,42,/live-games/210717-frankfurt-barcelona,210717-frankfurt-barcelona
2021,5,true,2021-07-18 15:00:00,3:00 pm,CET,2021-07-18 14:00:00,Panthers Wroclaw,Berlin Thunder,45,26,/live-games/210718-berlin-wroclaw,210718-berlin-wroclaw
2021,5,true,2021-07-18 15:00:00,3:00 pm,CET,2021-07-18 14:00:00,Hamburg Sea Devils,Leipzig Kings,55,0,/live-games/210718-leipzig-hamburg,210718-leipzig-hamburg
2021,6,true,2021-07-24 15:00:00,3:00 pm,CET,2021-07-24 14:00:00,Hamburg Sea Devils,Panthers Wroclaw,26,23,/live-games/210724-wroclaw-hamburg,210724-wroclaw-hamburg
2021,6,true,2021-07-24 19:00:00,7:00 pm,CET,2021-07-24 18:00:00,Berlin Thunder,Barcelona Dragons,16,48,/live-games/210724-barcelona-berlin,210724-barcelona-berlin
2021,6,true,2021-07-25 15:00:00,3:00 pm,CET,2021-07-25 14:00:00,Cologne Centurions,Stuttgart Surge,39,23,/live-games/210725-stuttgart-cologne,210725-stuttgart-cologne
2021,7,true,2021-07-31 18:00:00,6:00 pm,CET,2021-07-31 17:00:00,Barcelona Dragons,Hamburg Sea Devils,17,22,/live-games/210731-hamburg-barcelona,210731-hamburg-barcelona
2021,7,true,2021-08-01 15:00:00,3:00 pm,CET,2021-08-01 14:00:00,Stuttgart Surge,Frankfurt Galaxy,3,57,/live-games/210801-frankfurt-stuttgart,210801-frankfurt-stuttgart
2021,7,true,2021-08-01 15:00:00,3:00 pm,CET,2021-08-01 14:00:00,Panthers Wroclaw,Cologne Centurions,31,33,/live-games/210801-cologne-wroclaw,210801-cologne-wroclaw
2021,7,true,2021-08-01 15:00:00,3:00 pm,CET,2021-08-01 14:00:00,Berlin Thunder,Leipzig Kings,24,37,/live-games/210801-leipzig-berlin,210801-leipzig-berlin
2021,8,true,2021-08-07 19:00:00,7:00 pm,CET,2021-08-07 18:00:00,Cologne Centurions,Barcelona Dragons,51,60,/live-games/210807-barcelona-cologne,210807-barcelona-cologne
2021,8,true,2021-08-08 15:00:00,3:00 pm,CET,2021-08-08 14:00:00,Hamburg Sea Devils,Frankfurt Galaxy,9,35,/live-games/210808-frankfurt-hamburg,210808-frankfurt-hamburg
2021,8,true,2021-08-08 15:00:00,3:00 pm,CET,2021-08-08 14:00:00,Stuttgart Surge,Leipzig Kings,23,49,/live-games/210808-leipzig-stuttgart,210808-leipzig-stuttgart
2021,9,true,2021-08-14 13:00:00,1:00 pm,CET,2021-08-14 12:00:00,Hamburg Sea Devils,Berlin Thunder,28,20,/live-games/210814-berlin-hamburg,210814-berlin-hamburg
2021,9,true,2021-08-15 15:00:00,3:00 pm,CET,2021-08-15 14:00:00,Frankfurt Galaxy,Panthers Wroclaw,36,7,/live-games/210815-wroclaw-frankfurt,210815-wroclaw-frankfurt
2021,9,true,2021-08-15 15:00:00,3:00 pm,CET,2021-08-15 14:00:00,Barcelona Dragons,Stuttgart Surge,30,12,/live-games/210815-stuttgart-barcelona,210815-stuttgart-barcelona
2021,10,true,2021-08-21 15:00:00,3:00 pm,CET,2021-08-21 14:00:00,Leipzig Kings,Cologne Centurions,42,24,/live-games/210821-cologne-leipzig,210821-cologne-leipzig
2021,10,true,2021-08-22 13:00:00,1:00 pm,CET,2021-08-22 12:00:00,Barcelona Dragons,Berlin Thunder,3,19,/live-games/210822-berlin-barcelona,210822-berlin-barcelona
2021,10,true,2021-08-22 15:00:00,3:00 pm,CET,2021-08-22 14:00:00,Panthers Wroclaw,Hamburg Sea Devils,30,24,/live-games/210822-hamburg-wroclaw,210822-hamburg-wroclaw
2021,11,true,2021-08-28 19:00:00,7:00 pm,CET,2021-08-28 18:00:00,Frankfurt Galaxy,Barcelona Dragons,22,14,/live-games/210828-barcelona-frankfurt,210828-barcelona-frankfurt
2021,11,true,2021-08-29 13:00:00,1:00 pm,CET,2021-08-29 12:00:00,Berlin Thunder,Panthers Wroclaw,12,35,/live-games/210829-wroclaw-berlin,210829-wroclaw-berlin
2021,11,true,2021-08-29 15:00:00,3:00 pm,CET,2021-08-29 14:00:00,Leipzig Kings,Hamburg Sea Devils,18,17,/live-games/210829-hamburg-leipzig,210829-hamburg-leipzig
2021,11,true,2021-08-29 17:00:00,5:00 pm,CET,2021-08-29 16:00:00,Stuttgart Surge,Cologne Centurions,9,19,/live-games/210829-cologne-stuttgart,210829-cologne-stuttgart
2021,12,true,2021-09-05 15:00:00,3:00 pm,CET,2021-09-05 14:00:00,Cologne Centurions,Frankfurt Galaxy,7,45,/live-games/210905-frankfurt-cologne,210905-frankfurt-cologne
2021,12,true,2021-09-05 15:00:00,3:00 pm,CET,2021-09-05 14:00:00,Berlin Thunder,Stuttgart Surge,38,0,/live-games/210905-stuttgart-berlin,210905-stuttgart-berlin
2021,12,true,2021-09-05 15:00:00,3:00 pm,CET,2021-09-05 14:00:00,Panthers Wroclaw,Leipzig Kings,21,13,/live-games/210905-leipzig-wroclaw,210905-leipzig-wroclaw
2021,13,true,2021-09-11 14:45:00,2:45 pm,CET,2021-09-11 13:45:00,Cologne Centurions,Frankfurt Galaxy,6,36,/live-games/210911-frankfurt-cologne,210911-frankfurt-cologne
2021,13,true,2021-09-12 14:45:00,2:45 pm,CET,2021-09-12 13:45:00,Panthers Wroclaw,Hamburg Sea Devils,27,30,/live-games/210912-hamburg-wroclaw,210912-hamburg-wroclaw
2021,,true,2021-09-26 15:00:00,3:00 pm,CET,2021-09-26 14:00:00,Hamburg Sea Devils,Frankfurt Galaxy,30,32,/live-games/210926-hamburg-frankfurt,210926-hamburg-frankfurt
2021,14,true,2021-10-03 15:30:00,3:30 pm,CET,2021-10-03 14:30:00,USA,All Star Team,8,26,/live-games/211003-all-star-game,211003-all-star-game
