season,week,is_game_finished,game_date,game_time,game_time_zone,game_date_utc,away_team,home_team,away_score,home_score,game_url,game_id
2021,1,true,2021-06-19 18:00:00,6:00 pm,CET,2021-06-19 17:00:00,Cologne Centurions,Panthers Wroclaw,39,55,/live-games/210619-wroclaw-cologne,210619-wroclaw-cologne
2021,1,true,2021-06-19 19:00:00,7:00 pm,CET,2021-06-19 18:00:00,Stuttgart Surge,Barcelona Dragons,21,17,/live-games/210619-barcelona-stuttgart,210619-barcelona-stuttgart
2021,1,true,2021-06-20 15:00:00,3:00 pm,CET,2021-06-20 14:00:00,Frankfurt Galaxy,Hamburg Sea Devils,15,17,/live-games/210620-hamburg-frankfurt,210620-hamburg-frankfurt
2021,1,true,2021-06-20 15:00:00,3:00 pm,CET,2021-06-20 14:00:00,Leipzig Kings,Berlin Thunder,37,27,/live-games/210620-berlin-leipzig,210620-berlin-leipzig
2021,2,true,2021-06-26 18:00:00,6:00 pm,CET,2021-06-26 17:00:00,Leipzig Kings,Panthers Wroclaw,28,54,/live-games/210626-wroclaw-leipzig,210626-wroclaw-leipzig
2021,2,true,2021-06-27 15:00:00,3:00 pm,CET,2021-06-27 14:00:00,Barcelona Dragons,Cologne Centurions,12,40,/live-games/210627-cologne-barcelona,210627-cologne-barcelona
2021,2,true,2021-06-27 15:00:00,3:00 pm,CET,2021-06-27 14:00:00,Frankfurt Galaxy,Stuttgart Surge,42,20,/live-games/210627-stuttgart-frankfurt,210627-stuttgart-frankfurt
2021,3,true,2021-07-03 19:00:00,7:00 pm,CET,2021-07-03 18:00:00,Barcelona Dragons,Hamburg Sea Devils,32,14,/live-games/210703-barcelona-hamburg,210703-barcelona-hamburg
2021,3,true,2021-07-04 15:00:00,3:00 pm,CET,2021-07-04 14:00:00,Panthers Wroclaw,Frankfurt Galaxy,13,22,/live-games/210704-frankfurt-wraclow,210704-frankfurt-wraclow
2021,3,true,2021-07-04 15:00:00,3:00 pm,CET,2021-07-04 14:00:00,Cologne Centurions,Leipzig Kings,48,47,/live-games/210704-leipzig-cologne,210704-leipzig-cologne
