season,week,is_game_finished,game_date,game_time,game_time_zone,game_date_utc,away_team,home_team,away_score,home_score,game_url,game_id
2022,1,true,2022-06-04 17:00:00,5:00 pm,CET,2022-06-04 16:00:00,Istanbul Rams,Cologne Centurions,38,40,/live-games/220604-istanbul-rams-cologne-centurions,220604-istanbul-rams-cologne-centurions
2022,1,true,2022-06-05 15:00:00,3:00 pm,CET,2022-06-05 14:00:00,Leipzig Kings,Panthers Wroclaw,27,34,/live-games/220605-leipzig-kings-wroclaw-panthers,220605-leipzig-kings-wroclaw-panthers
2022,1,true,2022-06-05 15:00:00,3:00 pm,CET,2022-06-05 14:00:00,Rhein Fire,Frankfurt Galaxy,29,26,/live-games/220605-rhein-fire-frankfurt-galaxy,220605-rhein-fire-frankfurt-galaxy
2022,1,true,2022-06-05 15:00:00,3:00 pm,CET,2022-06-05 14:00:00,Vienna Vikings,Raiders Tirol,29,23,/live-games/220605-vienna-vikings-raiders-tirol,220605-vienna-vikings-raiders-tirol
2022,1,true,2022-06-05 15:00:00,3:00 pm,CET,2022-06-05 14:00:00,Barcelona Dragons,Stuttgart Surge,38,9,/live-games/220605-barcelona-dragons-stuttgart-surge,220605-barcelona-dragons-stuttgart-surge
2022,1,true,2022-06-05 15:00:00,3:00 pm,CET,2022-06-05 14:00:00,Berlin Thunder,Hamburg Sea Devils,18,43,/live-games/220605-berlin-thunder-hamburg-sea-devils,220605-berlin-thunder-hamburg-sea-devils
2022,2,true,2022-06-11 15:00:00,3:00 pm,CET,2022-06-11 14:00:00,Raiders Tirol,Cologne Centurions,46,49,/live-games/220611-raiders-tirol-cologne-centurions,220611-raiders-tirol-cologne-centurions
2022,2,true,2022-06-11 15:00:00,3:00 pm,CET,2022-06-11 14:00:00,Istanbul Rams,Berlin Thunder,7,41,/live-games/220611-istanbul-rams-berlin-thunder,220611-istanbul-rams-berlin-thunder
2022,2,true,2022-06-12 15:00:00,3:00 pm,CET,2022-06-12 14:00:00,Rhein Fire,Leipzig Kings,28,17,/live-games/220612-rhein-fire-leipzig-kings,220612-rhein-fire-leipzig-kings
2022,2,true,2022-06-12 15:00:00,3:00 pm,CET,2022-06-12 14:00:00,Panthers Wroclaw,Stuttgart Surge,28,25,/live-games/220612-wroclaw-panthers-stuttgart-surge,220612-wroclaw-panthers-stuttgart-surge
2022,2,true,2022-06-12 15:00:00,3:00 pm,CET,2022-06-12 14:00:00,Frankfurt Galaxy,Vienna Vikings,10,30,/live-games/220612-frankfurt-galaxy-vienna-vikings,220612-frankfurt-galaxy-vienna-vikings
2022,2,true,2022-06-12 15:00:00,3:00 pm,CET,2022-06-12 14:00:00,Barcelona Dragons,Hamburg Sea Devils,24,21,/live-games/220612-barcelona-dragons-hamburg-sea-devils,220612-barcelona-dragons-hamburg-sea-devils
2022,3,true,2022-06-18 18:00:00,6:00 pm,CET,2022-06-18 17:00:00,Cologne Centurions,Barcelona Dragons,32,34,/live-games/220618-cologne-centurions-barcelona-dragons,220618-cologne-centurions-barcelona-dragons
2022,3,true,2022-06-18 18:00:00,6:00 pm,CET,2022-06-18 17:00:00,Hamburg Sea Devils,Leipzig Kings,14,0,/live-games/220618-hamburg-sea-devils-leipzig-kings,220618-hamburg-sea-devils-leipzig-kings
2022,3,true,2022-06-19 15:00:00,3:00 pm,CET,2022-06-19 14:00:00,Stuttgart Surge,Vienna Vikings,13,42,/live-games/220619-stuttgart-surge-vienna-vikings,220619-stuttgart-surge-vienna-vikings
2022,3,true,2022-06-19 15:00:00,3:00 pm,CET,2022-06-19 14:00:00,Istanbul Rams,Rhein Fire,12,42,/live-games/220619-istanbul-rams-rhein-fire,220619-istanbul-rams-rhein-fire
2022,3,true,2022-06-19 15:00:00,3:00 pm,CET,2022-06-19 14:00:00,Panthers Wroclaw,Frankfurt Galaxy,13,47,/live-games/220619-wroclaw-panthers-frankfurt-galaxy,220619-wroclaw-panthers-frankfurt-galaxy
2022,3,true,2022-06-19 15:00:00,3:00 pm,CET,2022-06-19 14:00:00,Berlin Thunder,Raiders Tirol,16,28,/live-games/220619-berlin-thunder-raiders-tirol,220619-berlin-thunder-raiders-tirol
2022,4,true,2022-06-25 15:00:00,3:00 pm,CET,2022-06-25 14:00:00,Vienna Vikings,Istanbul Rams,49,0,/live-games/220625-vienna-vikings-istanbul-rams,220625-vienna-vikings-istanbul-rams
2022,4,true,2022-06-25 17:00:00,5:00 pm,CET,2022-06-25 16:00:00,Frankfurt Galaxy,Cologne Centurions,48,12,/live-games/220625-frankfurt-galaxy-cologne-centurions,220625-frankfurt-galaxy-cologne-centurions
