season,week,is_game_finished,game_date,game_time,game_time_zone,game_date_utc,away_team,home_team,away_score,home_score,game_url,game_id
2022,4,true,2022-06-26 15:00:00,3:00 pm,CET,2022-06-26 14:00:00,Hamburg Sea Devils,Panthers Wroclaw,26,23,/live-games/220626-hamburg-sea-devils-wroclaw-panthers,220626-hamburg-sea-devils-wroclaw-panthers
2022,4,true,2022-06-26 15:00:00,3:00 pm,CET,2022-06-26 14:00:00,Raiders Tirol,Stuttgart Surge,33,0,/live-games/220626-raiders-tirol-stuttgart-surge,220626-raiders-tirol-stuttgart-surge
2022,4,true,2022-06-26 15:00:00,3:00 pm,CET,2022-06-26 14:00:00,Leipzig Kings,Berlin Thunder,19,15,/live-games/220626-leipzig-kings-berlin-thunder,220626-leipzig-kings-berlin-thunder
2022,4,true,2022-06-26 15:00:00,3:00 pm,CET,2022-06-26 14:00:00,Barcelona Dragons,Rhein Fire,17,13,/live-games/220626-barcelona-dragons-rhein-fire,220626-barcelona-dragons-rhein-fire
2022,5,true,2022-07-02 15:00:00,3:00 pm,CET,2022-07-02 14:00:00,Berlin Thunder,Cologne Centurions,34,7,/live-games/220702-berlin-thunder-cologne-centurions,220702-berlin-thunder-cologne-centurions
2022,5,true,2022-07-02 18:00:00,6:00 pm,CET,2022-07-02 17:00:00,Istanbul Rams,Barcelona Dragons,7,41,/live-games/220702-istanbul-rams-barcelona-dragons,220702-istanbul-rams-barcelona-dragons
2022,5,true,2022-07-03 15:00:00,3:00 pm,CET,2022-07-03 14:00:00,Rhein Fire,Hamburg Sea Devils,15,42,/live-games/220703-rhein-fire-hamburg-sea-devils,220703-rhein-fire-hamburg-sea-devils
2022,5,true,2022-07-03 15:00:00,3:00 pm,CET,2022-07-03 14:00:00,Panthers Wroclaw,Vienna Vikings,6,30,/live-games/220703-panthers-wroclaw-vienna-vikings,220703-panthers-wroclaw-vienna-vikings
2022,5,true,2022-07-03 15:00:00,3:00 pm,CET,2022-07-03 14:00:00,Frankfurt Galaxy,Raiders Tirol,17,23,/live-games/220703-frankfurt-galaxy-raiders-tirol,220703-frankfurt-galaxy-raiders-tirol
2022,5,true,2022-07-03 15:00:00,3:00 pm,CET,2022-07-03 14:00:00,Stuttgart Surge,Leipzig Kings,22,28,/live-games/220703-stuttgart-surge-leipzig-kings,220703-stuttgart-surge-leipzig-kings
2022,6,true,2022-07-09 15:00:00,3:00 pm,CET,2022-07-09 14:00:00,Hamburg Sea Devils,Istanbul Rams,70,0,/live-games/220709-hamburg-sea-devils-istanbul-rams,220709-hamburg-sea-devils-istanbul-rams
2022,6,true,2022-07-09 18:00:00,6:00 pm,CET,2022-07-09 17:00:00,Vienna Vikings,Barcelona Dragons,27,20,/live-games/220709-vienna-vikings-barcelona-dragons,220709-vienna-vikings-barcelona-dragons
2022,6,true,2022-07-10 15:00:00,3:00 pm,CET,2022-07-10 14:00:00,Panthers Wroclaw,Berlin Thunder,25,31,/live-games/220710-wroclaw-panthers-berlin-thunder,220710-wroclaw-panthers-berlin-thunder
2022,6,true,2022-07-10 15:00:00,3:00 pm,CET,2022-07-10 14:00:00,Frankfurt Galaxy,Stuttgart Surge,26,20,/live-games/220710-frankfurt-galaxy-stuttgart-surge,220710-frankfurt-galaxy-stuttgart-surge
2022,6,true,2022-07-10 15:00:00,3:00 pm,CET,2022-07-10 14:00:00,Cologne Centurions,Rhein Fire,3,17,/live-games/220710-cologne-centurions-rhein-fire,220710-cologne-centurions-rhein-fire
2022,6,true,2022-07-10 15:00:00,3:00 pm,CET,2022-07-10 14:00:00,Leipzig Kings,Raiders Tirol,6,37,/live-games/220710-leipzig-kings-raiders-tirol,220710-leipzig-kings-raiders-tirol
2022,7,true,2022-07-17 15:00:00,3:00 pm,CET,2022-07-17 14:00:00,Berlin Thunder,Leipzig Kings,33,22,/live-games/220717-berlin-thunder-leipzig-kings,220717-berlin-thunder-leipzig-kings
2022,7,true,2022-07-17 15:00:00,3:00 pm,CET,2022-07-17 14:00:00,Cologne Centurions,Frankfurt Galaxy,14,46,/live-games/220717-cologne-centurions-frankfurt-galaxy,220717-cologne-centurions-frankfurt-galaxy
2022,7,true,2022-07-17 15:00:00,3:00 pm,CET,2022-07-17 14:00:00,Stuttgart Surge,Panthers Wroclaw,0,34,/live-games/220717-stuttgart-surge-wroclaw-panthers,220717-stuttgart-surge-wroclaw-panthers
2022,8,true,2022-07-23 15:00:00,3:00 pm,CET,2022-07-23 14:00:00,Barcelona Dragons,Istanbul Rams,19,22,/live-games/220723-barcelona-dragons-istanbul-rams,220723-barcelona-dragons-istanbul-rams
2022,8,true,2022-07-24 15:00:00,3:00 pm,CET,2022-07-24 14:00:00,Hamburg Sea Devils,Rhein Fire,40,16,/live-games/220724-hamburg-sea-devils-rhein-fire,220724-hamburg-sea-devils-rhein-fire
2022,8,true,2022-07-24 15:00:00,3:00 pm,CET,2022-07-24 14:00:00,Raiders Tirol,Vienna Vikings,13,29,/live-games/220724-raiders-tirol-vienna-vikings,220724-raiders-tirol-vienna-vikings
2022,9,true,2022-07-30 18:00:00,6:00 pm,CET,2022-07-30 17:00:00,Rhein Fire,Barcelona Dragons,23,33,/live-games/220730-rhein-fire-barcelona-dragons,220730-rhein-fire-barcelona-dragons
2022,9,true,2022-07-31 15:00:00,3:00 pm,CET,2022-07-31 14:00:00,Frankfurt Galaxy,Panthers Wroclaw,30,29,/live-games/220731-frankfurt-galaxy-wroclaw-panthers,220731-frankfurt-galaxy-wroclaw-panthers
2022,9,true,2022-07-31 15:00:00,3:00 pm,CET,2022-07-31 14:00:00,Istanbul Rams,Hamburg Sea Devils,26,29,/live-games/220731-istanbul-rams-hamburg-sea-devils,220731-istanbul-rams-hamburg-sea-devils
2022,9,true,2022-07-31 15:00:00,3:00 pm,CET,2022-07-31 14:00:00,Raiders Tirol,Leipzig Kings,56,14,/live-games/220731-raiders-tirol-leipzig-kings,220731-raiders-tirol-leipzig-kings
2022,9,true,2022-07-31 15:00:00,3:00 pm,CET,2022-07-31 14:00:00,Vienna Vikings,Stuttgart Surge,41,0,/live-games/220731-vienna-vikings-stuttgart-surge,220731-vienna-vikings-stuttgart-surge
2022,9,true,2022-07-31 15:00:00,3:00 pm,CET,2022-07-31 14:00:00,Cologne Centurions,Berlin Thunder,29,39,/live-games/220731-cologne-centurions-berlin-thunder,220731-cologne-centurions-berlin-thunder
2022,11,true,2022-08-13 15:00:00,3:00 pm,CET,2022-08-13 14:00:00,Rhein Fire,Istanbul Rams,50,32,/live-games/220813-rhein-fire-istanbul-rams,220813-rhein-fire-istanbul-rams
2022,11,true,2022-08-13 17:00:00,5:00 pm,CET,2022-08-13 16:00:00,Barcelona Dragons,Cologne Centurions,37,15,/live-games/220813-barcelona-dragons-cologne-centurions,220813-barcelona-dragons-cologne-centurions
2022,11,true,2022-08-14 13:00:00,1:00 pm,CET,2022-08-14 12:00:00,Leipzig Kings,Hamburg Sea Devils,0,59,/live-games/220814-leipzig-kings-hamburg-sea-devils,220814-leipzig-kings-hamburg-sea-devils
2022,11,true,2022-08-14 15:00:00,3:00 pm,CET,2022-08-14 14:00:00,Berlin Thunder,Panthers Wroclaw,29,12,/live-games/220814-berlin-thunder-wroclaw-panthers,220814-berlin-thunder-wroclaw-panthers
2022,11,true,2022-08-14 15:00:00,3:00 pm,CET,2022-08-14 14:00:00,Vienna Vikings,Frankfurt Galaxy,8,42,/live-games/220814-vienna-vikings-frankfurt-galaxy,220814-vienna-vikings-frankfurt-galaxy
2022,11,true,2022-08-14 15:00:00,3:00 pm,CET,2022-08-14 14:00:00,Stuttgart Surge,Raiders Tirol,3,44,/live-games/220814-stuttgart-surge-raiders-tirol,220814-stuttgart-surge-raiders-tirol
2022,12,true,2022-08-20 18:00:00,6:00 pm,CET,2022-08-20 17:00:00,Stuttgart Surge,Barcelona Dragons,8,62,/live-games/220820-stuttgart-surge-barcelona-dragons,220820-stuttgart-surge-barcelona-dragons
2022,12,true,2022-08-21 15:00:00,3:00 pm,CET,2022-08-21 14:00:00,Hamburg Sea Devils,Berlin Thunder,39,17,/live-games/220821-hamburg-sea-devils-berlin-thunder,220821-hamburg-sea-devils-berlin-thunder
2022,12,true,2022-08-21 15:00:00,3:00 pm,CET,2022-08-21 14:00:00,Frankfurt Galaxy,Rhein Fire,21,23,/live-games/220821-frankfurt-galaxy-rhein-fire,220821-frankfurt-galaxy-rhein-fire
2022,12,true,2022-08-21 15:00:00,3:00 pm,CET,2022-08-21 14:00:00,Istanbul Rams,Vienna Vikings,22,37,/live-games/220821-istanbul-rams-vienna-vikings,220821-istanbul-rams-vienna-vikings
2022,12,true,2022-08-21 15:00:00,3:00 pm,CET,2022-08-21 14:00:00,Cologne Centurions,Raiders Tirol,20,45,/live-games/220821-cologne-centurions-raiders-tirol,220821-cologne-centurions-raiders-tirol
2022,12,true,2022-08-21 15:00:00,3:00 pm,CET,2022-08-21 14:00:00,Panthers Wroclaw,Leipzig Kings,41,37,/live-games/220821-wroclaw-panthers-leipzig-kings,220821-wroclaw-panthers-leipzig-kings
2022,13,true,2022-08-27 15:00:00,3:00 pm,CET,2022-08-27 14:00:00,Berlin Thunder,Istanbul Rams,38,14,/live-games/220827-berlin-thunder-istanbul-rams,220827-berlin-thunder-istanbul-rams
2022,13,true,2022-08-27 17:00:00,5:00 pm,CET,2022-08-27 16:00:00,Rhein Fire,Cologne Centurions,59,37,/live-games/220827-rhein-fire-cologne-centurions,220827-rhein-fire-cologne-centurions
2022,13,true,2022-08-28 15:00:00,3:00 pm,CET,2022-08-28 14:00:00,Barcelona Dragons,Vienna Vikings,18,24,/live-games/220828-barcelona-dragons-vienna-vikings,220828-barcelona-dragons-vienna-vikings
2022,13,true,2022-08-28 15:00:00,3:00 pm,CET,2022-08-28 14:00:00,Raiders Tirol,Frankfurt Galaxy,33,36,/live-games/220828-raiders-tirol-frankfurt-galaxy,220828-raiders-tirol-frankfurt-galaxy
2022,13,true,2022-08-28 15:00:00,3:00 pm,CET,2022-08-28 14:00:00,Panthers Wroclaw,Hamburg Sea Devils,0,17,/live-games/220828-wroclaw-panthers-hamburg-sea-devils,220828-wroclaw-panthers-hamburg-sea-devils
2022,13,true,2022-08-28 15:00:00,3:00 pm,CET,2022-08-28 14:00:00,Leipzig Kings,Stuttgart Surge,38,0,/live-games/220828-leipzig-kings-stuttgart-surge,220828-leipzig-kings-stuttgart-surge
2022,14,true,2022-09-03 15:00:00,3:00 pm,CET,2022-09-03 14:00:00,Cologne Centurions,Istanbul Rams,43,30,/live-games/220903-cologne-centurions-istanbul-rams,220903-cologne-centurions-istanbul-rams
2022,14,true,2022-09-03 18:00:00,6:00 pm,CET,2022-09-03 17:00:00,Hamburg Sea Devils,Barcelona Dragons,24,21,/live-games/220903-hamburg-sea-devils-barcelona-dragons,220903-hamburg-sea-devils-barcelona-dragons
2022,14,true,2022-09-04 15:00:00,3:00 pm,CET,2022-09-04 14:00:00,Raiders Tirol,Berlin Thunder,37,10,/live-games/220904-raiders-tirol-berlin-thunder,220904-raiders-tirol-berlin-thunder
2022,14,true,2022-09-04 15:00:00,3:00 pm,CET,2022-09-04 14:00:00,Stuttgart Surge,Frankfurt Galaxy,13,37,/live-games/220904-stuttgart-surge-frankfurt-galaxy,220904-stuttgart-surge-frankfurt-galaxy
2022,14,true,2022-09-04 15:00:00,3:00 pm,CET,2022-09-04 14:00:00,Leipzig Kings,Rhein Fire,34,31,/live-games/220904-leipzig-kings-rhein-fire,220904-leipzig-kings-rhein-fire
2022,14,true,2022-09-04 15:00:00,3:00 pm,CET,2022-09-04 14:00:00,Vienna Vikings,Panthers Wroclaw,6,42,/live-games/220904-vienna-vikings-wroclaw-panthers,220904-vienna-vikings-wroclaw-panthers
2022,15,true,2022-09-10 14:45:00,2:45 pm,CET,2022-09-10 13:45:00,Raiders Tirol,Hamburg Sea Devils,7,19,/live-games/220910-raiders-tirol-hamburg-sea-devils,220910-raiders-tirol-hamburg-sea-devils
2022,15,true,2022-09-11 14:45:00,2:45 pm,CET,2022-09-11 13:45:00,Barcelona Dragons,Vienna Vikings,12,39,/live-games/220911-barcelona-dragons-vienna-vikings,220911-barcelona-dragons-vienna-vikings
2022,16,true,2022-09-25 14:45:00,2:45 pm,CET,2022-09-25 13:45:00,Vienna Vikings,Hamburg Sea Devils,27,15,/live-games/220925-vienna-vikings-hamburg-sea-devils,220925-vienna-vikings-hamburg-sea-devils
