,player_id,player_number,player_first_name,player_last_name,player_position,player_height_m,player_height_in,player_weight_kg,player_weight_lbs,season,team
619,lenny-sadzik,79,Lenny,Sadzik,OL,1.96,77.17,155,341.72,2022,Stuttgart Surge
620,leo-kober,19,Leo,Kober,QB,1.85,72.83,87,191.8,2022,Raiders Tirol
621,leo-leeser,18,Leo,Leeser,DB,1.8,70.87,80,176.37,2021,Berlin Thunder
622,leon-balogh,1,Leon,Balogh,DE,1.94,76.38,110,242.51,2022,Vienna Vikings
623,leon-helm,44,Leon,Helm,FB,1.83,72.05,103,227.08,2022,Frankfurt Galaxy
624,leon-huber,44,Leon,Huber,ILB,1.81,71.26,100,220.46,2022,Vienna Vikings
625,leon-habich,73,Leon,Häbich,OL,1.9,74.8,125,275.58,2021,Stuttgart Surge
626,leon-kusterer,16,Leon,Kusterer,WR,1.8,70.87,80,176.37,2022,Leipzig Kings
627,leon-kusterer,16,Leon,Kusterer,WR,1.8,70.87,80,176.37,2021,Hamburg Sea Devils
628,leon-michailidis,65,Leon Savvas,Michailidis,OL,1.85,72.83,160,352.74,2022,Cologne Centurions
629,leonhard-gerner,21,Leonhard,Gerner,CB,1.85,72.83,85,187.39,2022,Vienna Vikings
630,lesar-duran,13,Lesar,Duran,WR,1.93,75.98,97,213.85,2022,Rhein Fire
631,lewis-thomas,63,Lewis,Thomas,OL,1.88,74.02,130,286.6,2022,Hamburg Sea Devils
632,lion-deckwarth,32,Lion,Deckwarth,ILB,1.87,73.62,100,220.46,2022,Leipzig Kings
633,lion-deckwarth,32,Lion,Deckwarth,ILB,1.87,73.62,100,220.46,2021,Leipzig Kings
634,long-hoang,49,Long,Hoang,LB,1.74,68.5,85,187.39,2021,Frankfurt Galaxy
635,lorenz-regler,86,Lorenz,Regler,WR,1.95,76.77,85,187.39,2022,Frankfurt Galaxy
636,lorenz-regler,86,Lorenz,Regler,WR,1.95,76.77,85,187.39,2021,Frankfurt Galaxy
637,lorenzo-deiana,59,Lorenzo,Deiana,OLB,1.9,74.8,118,260.15,2022,Hamburg Sea Devils
638,louis-achaintre,40,Louis,Achaintre,ILB,1.88,74.02,100,220.46,2022,Frankfurt Galaxy
639,louis-achaintre,40,Louis,Achaintre,ILB,1.88,74.02,100,220.46,2021,Berlin Thunder
640,louis-geyer,18,Louis,Geyer,WR,1.88,74.02,90,198.42,2022,Cologne Centurions
641,louis-geyer,18,Louis,Geyer,WR,1.88,74.02,90,198.42,2021,Stuttgart Surge
642,louis-muller,27,Louis,Müller,CB,1.77,69.69,88,194.01,2022,Hamburg Sea Devils
643,louis-muller,27,Louis,Müller,CB,1.77,69.69,88,194.01,2021,Hamburg Sea Devils
644,louis-rieger,16,Louis,Rieger,DB,1.77,69.69,83,182.98,2021,Berlin Thunder
645,luc-schneider,24,Luc,Schneider,RB,1.71,67.32,85,187.39,2021,Leipzig Kings
646,luca-dohn,60,Luca,Dohn,OL,1.9,74.8,125,275.58,2022,Berlin Thunder
647,luca-faschian,12,Luca,Faschian,WR,1.89,74.41,87,191.8,2022,Stuttgart Surge
648,luca-faschian,12,Luca,Faschian,WR,1.89,74.41,87,191.8,2021,Stuttgart Surge
649,lucas-hebel,62,Luca,Hebel,OL,1.93,75.98,145,319.67,2022,Frankfurt Galaxy
650,lucas-hebel,62,Luca,Hebel,OL,1.93,75.98,145,319.67,2021,Frankfurt Galaxy
651,luca-lampe,48,Luca,Lampe,LB,1.93,75.98,95,209.44,2021,Leipzig Kings
652,luca-sack,83,Luca,Sack,WR,1.8,70.87,82,180.78,2021,Frankfurt Galaxy
653,luca-weis,24,Luca,Weis,RB,1.84,72.44,88,194.01,2022,Stuttgart Surge
654,lucas-masero,20,Lucas,Masero,CB,1.73,68.11,80,176.37,2022,Barcelona Dragons
655,lucas-masero,20,Lucas,Masero,CB,1.73,68.11,80,176.37,2021,Barcelona Dragons
656,lucas-richter,27,Lucas,Richter,S,1.85,72.83,90,198.42,2022,Cologne Centurions
657,lucky-ogbevoen,29,Lucky,Ogbevoen,OLB,1.9,74.8,100,220.46,2022,Raiders Tirol
658,lucky-ogbevoen,29,Lucky,Ogbevoen,OLB,1.9,74.8,100,220.46,2021,Stuttgart Surge
659,ludvig-myren,30,Ludvig,Myren,OLB,1.88,74.02,97,213.85,2022,Berlin Thunder
660,luis-cereceda,6,Luis,Cereceda,P,1.77,69.69,81,178.57,2022,Barcelona Dragons
661,luis-cereceda,6,Luis,Cereceda,P,1.77,69.69,81,178.57,2021,Barcelona Dragons
662,luis-horvath,32,Luis,Horvath,S,1.8,70.87,90,198.42,2022,Vienna Vikings
663,luis-moreno,80,Luis,Moreno,WR,1.84,72.44,90,198.42,2022,Frankfurt Galaxy
664,luis-muller-atzerodt,14,Luis,Müller Atzerodt,DB,1.81,71.26,77,169.76,2021,Berlin Thunder
665,lukas-birkel,85,Lukas,Birkel,WR,1.85,72.83,85,187.39,2021,Leipzig Kings
666,lukas-fink,86,Lukas,Fink,WR,1.85,72.83,85,187.39,2022,Raiders Tirol
667,lukas-haslwanter,24,Lukas,Haslwanter,RB,1.84,72.44,90,198.42,2022,Raiders Tirol
668,lukas-holub,71,Lukas,Holub,OL,1.94,76.38,120,264.55,2022,Vienna Vikings
669,lukas-huster,8,Lukas,Huster,WR,1.88,74.02,84,185.19,2021,Stuttgart Surge
670,lukas-oconnor,2,Lukas,O'Connor,QB,1.93,75.98,98,216.05,2021,Panthers Wroclaw
671,lukas-rebensdorf,35,Lukas,Rebensdorf,DB,1.88,74.02,87,191.8,2021,Leipzig Kings
672,lukas-rehder,89,Lukas,Rehder,WR,1.93,75.98,92,202.83,2022,Hamburg Sea Devils
673,lukas-rehder,89,Lukas,Rehder,WR,1.93,75.98,92,202.83,2021,Hamburg Sea Devils
674,lukas-ruoss,3,Lukas,Ruoss,ILB,1.92,75.59,104,229.28,2022,Rhein Fire
675,lukas-stingl,74,Lukas,Stingl,OL,1.86,73.23,115,253.53,2021,Stuttgart Surge
676,lukas-von-stumpfeldt,4,Lukas,von Stumpfeldt,QB,1.88,74.02,89,196.21,2021,Frankfurt Galaxy
677,maciej-krupa,88,Maciej,Krupa,WR,1.8,70.87,80,176.37,2022,Panthers Wroclaw
678,madre-london,28,Madre,London,RB,1.85,72.83,97,213.85,2021,Cologne Centurions
679,majan-jelvani,8,Majan,Jelvani,CB,1.88,74.02,95,209.44,2022,Rhein Fire
680,malcolm-washington,2,Malcolm,Washington,CB,1.87,73.62,86,189.6,2022,Stuttgart Surge
681,malik-becker,61,Malik,Becker,OL,1.78,70.08,135,297.62,2021,Cologne Centurions
682,malik-stanley,2,Malik,Stanley,WR,1.9,74.8,102,224.87,2022,Panthers Wroclaw
683,mamadou-sy,55,Mamadou,Sy,DT,1.96,77.17,130,286.6,2022,Frankfurt Galaxy
684,mamadou-sy,55,Mamadou,Sy,DT,1.96,77.17,130,286.6,2021,Frankfurt Galaxy
685,manuel-jovic,90,Manuel,Jovic,DE,1.92,75.59,115,253.53,2022,Raiders Tirol
686,manuel-lortzing-martinez,79,Manuel,Lortzing Martinez,OL,1.88,74.02,136,299.83,2022,Raiders Tirol
687,marc-anthony-hor,90,Marc Anthony,Hor,DT,1.87,73.62,130,286.6,2022,Frankfurt Galaxy
688,marc-anthony-hor,90,Marc Anthony,Hor,DT,1.87,73.62,130,286.6,2021,Frankfurt Galaxy
689,marc-kuppinger,77,Marc,Kuppinger,OL,1.91,75.2,128,282.19,2021,Stuttgart Surge
690,marcel-behm,96,Marcel,Behm,DT,1.82,71.65,128,282.19,2022,Berlin Thunder
691,marcel-behm,96,Marcel,Behm,DT,1.82,71.65,128,282.19,2021,Berlin Thunder
692,marcel-camenz,73,Marcel,Camenz,OL,1.8,70.87,137,302.03,2022,Berlin Thunder
693,marcel-camenz,73,Marcel,Camenz,OL,1.8,70.87,137,302.03,2021,Berlin Thunder
694,marcel-dabo,23,Marcel,Dabo,CB,1.84,72.44,,,2021,Stuttgart Surge
695,marcel-furst,98,Marcel,Fürst,DE,1.95,76.77,128,282.19,2022,Stuttgart Surge
696,marcel-furst,98,Marcel,Fürst,DE,1.95,76.77,128,282.19,2021,Stuttgart Surge
697,marcel-steffen,44,Marcel,Steffen,DE,1.87,73.62,100,220.46,2022,Berlin Thunder
698,marcel-steffen,44,Marcel,Steffen,DE,1.87,73.62,100,220.46,2021,Berlin Thunder
699,marcel-ulbrich,18,Marcel,Ulbrich,K,1.85,72.83,89,196.21,2022,Leipzig Kings
700,marcel-ulbrich,18,Marcel,Ulbrich,K,1.85,72.83,89,196.21,2021,Leipzig Kings
701,marcin-osumek,26,Marcin,Osumek,DB,1.86,73.23,86,189.6,2021,Panthers Wroclaw
702,marco-fischer,51,Marco,Fischer,OL,1.93,75.98,128,282.19,2022,Stuttgart Surge
703,marco-schneider,4,Marco,Schneider,WR,1.7,66.93,80,176.37,2022,Raiders Tirol
704,marcos-schlabitz,35,Marcos,Schlabitz,S,1.85,72.83,90,198.42,2022,Frankfurt Galaxy
705,marcus-tullio-lucas,46,Marcus,Tullio Lucas,DE,1.88,74.02,112,246.92,2022,Istanbul Rams
706,marek-stajer,70,Marek,Stajer,OL,1.77,69.69,133,293.21,2021,Panthers Wroclaw
707,marian-deininger,81,Marian,Deininger,WR,1.88,74.02,80,176.37,2022,Vienna Vikings
708,mario-flores,15,Mario,Flores,WR,1.81,71.26,86,189.6,2022,Barcelona Dragons
709,mario-flores,15,Mario,Flores,WR,1.81,71.26,86,189.6,2021,Barcelona Dragons
710,marius-faust,66,Marius,Faust,OL,1.9,74.8,123,271.17,2022,Cologne Centurions
711,marius-kensy,44,Marius,Kensy,ILB,1.85,72.83,112,246.92,2022,Cologne Centurions
712,marius-kensy,44,Marius,Kensy,ILB,1.85,72.83,112,246.92,2021,Cologne Centurions
713,marius-makert,55,Marius,Makert,ILB,1.8,70.87,98,216.05,2022,Berlin Thunder
714,marius-mohr,62,Marius,Mohr,OL,1.95,76.77,130,286.6,2022,Rhein Fire
715,marius-riepe,26,Marius,Riepe,CB,1.82,71.65,91,200.62,2021,Frankfurt Galaxy
716,mark-andrew-adjei,51,Mark Andrew,Adjei,ILB,1.78,70.08,93,205.03,2022,Frankfurt Galaxy
717,mark-gorelik,44,Mark,Gorelik,LB,1.82,71.65,90,198.42,2021,Frankfurt Galaxy
718,mark-herndon,24,Mark,Herndon,RB,1.75,68.9,95,209.44,2021,Panthers Wroclaw
719,mark-scherenberg,46,Mark,Scherenberg,S,1.83,72.05,93,205.03,2022,Cologne Centurions
720,marko-vidovic,73,Marko,Vidović,OL,2.02,79.53,130,286.6,2022,Frankfurt Galaxy
721,marko-vidovic,73,Marko,Vidović,OL,2.02,79.53,130,286.6,2021,Frankfurt Galaxy
722,markus-hachenberg,85,Markus,Hachenberg,WR,1.91,75.2,101,222.67,2022,Frankfurt Galaxy
723,markus-hachenberg,85,Markus,Hachenberg,WR,1.91,75.2,101,222.67,2021,Frankfurt Galaxy
724,markus-riedel,80,Markus,Riedel,WR,1.81,71.26,85,187.39,2021,Leipzig Kings
725,markus-schaberl,85,Markus,Schaberl,TE,1.98,77.95,115,253.53,2022,Raiders Tirol
726,martin-pinter,45,Martin ,Pinter,OLB,1.9,74.8,105,231.49,2022,Rhein Fire
727,martin-strauss,54,Martin,Strauß,ILB,1.85,72.83,104,229.28,2021,Leipzig Kings
728,marvin-amankwah,9,Marvin,Amankwah,TE,1.85,72.83,100,220.46,2022,Hamburg Sea Devils
729,marvin-amankwah,9,Marvin,Amankwah,TE,1.85,72.83,100,220.46,2021,Hamburg Sea Devils
730,marvin-djomou-djoupa,21,Marvin,Djomou Djopa,S,1.79,70.47,94,207.23,2022,Cologne Centurions
731,marvin-pludra,88,Marvin,Pludra,TE,1.98,77.95,136,299.83,2022,Rhein Fire
732,marvin-pludra,88,Marvin,Pludra,TE,1.98,77.95,136,299.83,2021,Stuttgart Surge
733,marvin-rutsch,13,Marvin,Rutsch,WR,1.8,70.87,82,180.78,2022,Frankfurt Galaxy
734,marvin-rutsch,13,Marvin,Rutsch,WR,1.8,70.87,82,180.78,2021,Frankfurt Galaxy
735,marvin-roben,60,Marvin,Röben,OL,2.0,78.74,180,396.83,2021,Stuttgart Surge
736,marvin-wappl,92,Marvin,Wappl,DT,1.86,73.23,100,220.46,2022,Vienna Vikings
737,matan-lockitch,57,Matan,Lockitch,OL,1.78,70.08,116,255.74,2021,Berlin Thunder
738,matej-bencek,72,Matej,Bencek,OL,1.93,75.98,121,266.76,2022,Cologne Centurions
739,mateusz-dymek,98,Mateusz,Dymek,DL,1.85,72.83,104,229.28,2021,Panthers Wroclaw
740,mateusz-dzioban,24,Mateusz,Dzioban,S,1.83,72.05,83,182.98,2022,Istanbul Rams
741,mateusz-glogowski,56,Mateusz,Głogowski,OL,1.86,73.23,130,286.6,2022,Panthers Wroclaw
742,mateusz-konwent,73,Mateusz,Konwent,OL,1.85,72.83,128,282.19,2022,Panthers Wroclaw
743,mateusz-samczuk,61,Mateusz,Samczuk,OL,1.97,77.56,159,350.53,2022,Panthers Wroclaw
744,mateusz-wojakiewicz,87,Mateusz,Wojakiewicz,TE,1.93,75.98,110,242.51,2022,Panthers Wroclaw
745,mathias-roll-hummelmose,75,Mathias Roll,Hummelmose,OL,1.98,77.95,122,268.96,2022,Barcelona Dragons
746,matt-adam,11,Matt,Adam,QB,1.86,73.23,102,224.87,2022,Rhein Fire
747,matthew-daltrey,56,Matthew,Daltrey,OL,1.85,72.83,127,279.99,2022,Vienna Vikings
748,matthias-banjaqui,30,Matthias,Banjaqui,OLB,1.88,74.02,98,216.05,2022,Cologne Centurions
749,matthias-banjaqui,30,Matthias,Banjaqui,OLB,1.88,74.02,98,216.05,2021,Cologne Centurions
750,matthias-spiegel,40,Matthias,Spiegel,ILB,1.8,70.87,95,209.44,2022,Hamburg Sea Devils
751,matthias-spiegel,40,Matthias,Spiegel,ILB,1.8,70.87,95,209.44,2021,Hamburg Sea Devils
752,matz-peters,96,Matz,Peters,DL,1.89,74.41,113,249.12,2021,Cologne Centurions
753,max-bruder,51,Max,Bruder,OL,2.13,83.86,148,326.28,2021,Leipzig Kings
754,max-bahr,77,Max,Bähr,OL,1.88,74.02,114,251.33,2022,Berlin Thunder
755,max-bahr,77,Max,Bähr,OL,1.88,74.02,114,251.33,2021,Berlin Thunder
756,max-ebsen,42,Max,Ebsen,WR/K,1.8,70.87,95,209.44,2021,Frankfurt Galaxy
757,max-schmidt,45,Max,Schmidt,FB,1.83,72.05,100,220.46,2022,Frankfurt Galaxy
758,max-schmidt,45,Max,Schmidt,FB,1.83,72.05,100,220.46,2021,Frankfurt Galaxy
759,max-siemssen,15,Max,Siemssen,WR,1.9,74.8,90,198.42,2022,Frankfurt Galaxy
760,max-siemssen,15,Max,Siemssen,WR,1.9,74.8,90,198.42,2021,Frankfurt Galaxy
761,maxime-de-falcis,24,Maxime,De Falcis,S,1.83,72.05,93,205.03,2021,Berlin Thunder
762,maxime-roger,21,Maxime,Roger,S,1.76,69.29,80,176.37,2022,Raiders Tirol
763,maxime-roussel,66,Maxime,Roussel,OT,1.92,75.59,115,253.53,2022,Stuttgart Surge
764,maxime-rouyer,9,Maxime,Rouyer,ILB,1.85,72.83,106,233.69,2022,Panthers Wroclaw
765,maximilian-eisenhut,14,Maximilian,Eisenhut,P,1.87,73.62,95,209.44,2022,Rhein Fire
766,maximilian-fitz,47,Maximilian,Fitz,ILB,1.93,75.98,100,220.46,2021,Leipzig Kings
767,maximilian-kempchen,72,Maximilian,Kempchen,OL,1.92,75.59,113,249.12,2022,Berlin Thunder
768,maximilian-kempchen,72,Maximilian,Kempchen,OL,1.92,75.59,113,249.12,2021,Stuttgart Surge
769,maximillian-krauss,57,Maximilian,Krauss,ILB,1.86,73.23,105,231.49,2021,Frankfurt Galaxy
770,maximilian-loetz,98,Maximilian,Loetz,DL,1.93,75.98,135,297.62,2022,Rhein Fire
771,maximilian-loetz,98,Maximilian,Loetz,DL,1.93,75.98,135,297.62,2021,Frankfurt Galaxy
772,maximilian-michael-donalies,85,Maximilian Michael,Donalies,TE,2.0,78.74,113,249.12,2021,Hamburg Sea Devils
773,maximilian-mullner,99,Maximilian,Müllner,DT,1.85,72.83,126,277.78,2022,Vienna Vikings
774,maximilian-oebels,54,Maximilian,Oebels,ILB,1.8,70.87,98,216.05,2022,Cologne Centurions
775,maximilian-oebels,54,Maximilian,Oebels,ILB,1.8,70.87,98,216.05,2021,Cologne Centurions
776,maximilian-schmidt,54,Maximilian,Schmidt,OLB,1.89,74.41,98,216.05,2022,Rhein Fire
777,maximilian-wessel,14,Maximilian,Wessel,S,1.81,71.26,92,202.83,2022,Hamburg Sea Devils
778,mehmet-furkan-sarikatipoglu,32,Mehmet Furkan,Sarıkatipoğlu,K,1.83,72.05,108,238.1,2022,Istanbul Rams
779,mete-konya,95,Mete,Konya,DT,1.83,72.05,117,257.94,2022,Frankfurt Galaxy
780,mete-konya,95,Mete,Konya,DT,1.83,72.05,117,257.94,2021,Frankfurt Galaxy
781,michael-bausch,8,Michael,Bausch,ILB,1.85,72.83,90,198.42,2022,Stuttgart Surge
782,michael-bausch,8,Michael,Bausch,ILB,1.85,72.83,90,198.42,2021,Leipzig Kings
783,michael-birdsong,3,Michael,Birdsong,QB,1.95,76.77,105,231.49,2021,Leipzig Kings
784,michael-habetin,70,Michael,Habetin,OL,1.89,74.41,115,253.53,2022,Raiders Tirol
785,michael-hinterwirth-haider,57,Michael,Hinterwirth-Haider,OL,1.87,73.62,147,324.08,2022,Vienna Vikings
786,michael-kimpiabi,49,Michael,Kimpiabi,DT,1.95,76.77,138,304.24,2022,Stuttgart Surge
787,michael-ofosuhene,85,Michael,Ofosuhene,WR,1.81,71.26,88,194.01,2022,Cologne Centurions
788,michael-ofosuhene,85,Michael,Ofosuhene,WR,1.81,71.26,88,194.01,2021,Cologne Centurions
789,michael-sam,52,Michael,Sam,DE,1.88,74.02,116,255.74,2022,Barcelona Dragons
790,michael-schachermayr,13,Michael,Schachermayr,WR,1.82,71.65,88,194.01,2022,Vienna Vikings
791,michael-starck,99,Michael,Starck,DT,1.98,77.95,120,264.55,2022,Berlin Thunder
792,michael-winterlik,16,Michael,Winterlik,QB,1.79,70.47,70,154.32,2021,Stuttgart Surge
793,michal-goszczynski,84,Michał,Goszczyński,WR,1.97,77.56,92,202.83,2022,Panthers Wroclaw
794,michal-goszczynski,84,Michał,Goszczyński,WR,1.97,77.56,92,202.83,2021,Panthers Wroclaw
795,michal-zieta,,Michał ,Zięta,WR,1.81,71.26,82,180.78,2021,Panthers Wroclaw
796,miguel-alessandro-boock,3,Miguel Alessandro,Boock,ILB,1.81,71.26,88,194.01,2022,Hamburg Sea Devils
797,miguel-alessandro-boock,3,Miguel Alessandro,Boock,ILB,1.81,71.26,88,194.01,2021,Hamburg Sea Devils
798,miguel-angel-kabankaya,78,Maiguel Angel,Kabankaya,OL,1.95,76.77,135,297.62,2022,Barcelona Dragons
799,mikail-tatli,50,Mikail,Tatlı,ILB,1.88,74.02,106,233.69,2022,Istanbul Rams
800,mike-breuler,6,Mike,Breuler,WR,1.89,74.41,95,209.44,2022,Vienna Vikings
801,mike-taylor-iii,,Mike,Taylor III,DL,1.87,73.62,124,273.37,2021,Cologne Centurions
802,mikel-gomez,70,Mikel,Gómez,OL,1.88,74.02,132,291.01,2022,Barcelona Dragons
803,milan-misic,92,Milan,Mišić,DL,1.88,74.02,117,257.94,2021,Frankfurt Galaxy
804,mirko-parnow,51,Mirko,Parnow,LB,1.77,69.69,93,205.03,2021,Leipzig Kings
805,milosz-mackow,10,Miłosz,Maćków,TE,1.76,69.29,103,227.08,2022,Panthers Wroclaw
806,milosz-mackow,10,Miłosz,Maćków,TE,1.76,69.29,103,227.08,2021,Panthers Wroclaw
807,modeste-pooda,24,Modeste,Pooda,RB,1.75,68.9,85,187.39,2022,Vienna Vikings
808,moritz-graul,47,Moritz,Graul,CB,1.87,73.62,90,198.42,2022,Leipzig Kings
809,moritz-graul,47,Moritz,Graul,CB,1.87,73.62,90,198.42,2021,Leipzig Kings
810,moritz-herzel,23,Moritz,Herzel,RB,1.68,66.14,83,182.98,2021,Leipzig Kings
811,moritz-johannknecht,5,Moritz,Johannknecht,QB,1.88,74.02,91,200.62,2022,Frankfurt Galaxy
812,moritz-johannknecht,5,Moritz,Johannknecht,QB,1.88,74.02,91,200.62,2021,Frankfurt Galaxy
813,moritz-maack,4,Moritz,Maack,QB,1.87,73.62,86,189.6,2022,Hamburg Sea Devils
814,moritz-schmahel,90,Moritz,Schmahel,DT,1.88,74.02,120,264.55,2022,Vienna Vikings
815,moritz-schmidt,70,Moritz,Schmidt,OL,1.85,72.83,116,255.74,2021,Frankfurt Galaxy
816,moritz-schnippe,19,Moritz,Schnippe,WR,1.85,72.83,85,187.39,2021,Cologne Centurions
817,moritz-thiele,15,Moritz,Thiele,CB,1.81,71.26,88,194.01,2022,Berlin Thunder
818,moritz-thiele,15,Moritz,Thiele,CB,1.81,71.26,88,194.01,2021,Berlin Thunder
819,muhammed-ali-kurutluca,66,Muhammed Ali,Kurutluca,DT,1.87,73.62,119,262.35,2022,Istanbul Rams
820,murilo-silva,74,Murilo,Silva,OL,1.87,73.62,135,297.62,2022,Panthers Wroclaw
821,murilo-silva,74,Murilo,Silva,OL,1.87,73.62,135,297.62,2021,Panthers Wroclaw
822,myke-tavarres,4,Myke,Tavarres ,ILB,1.87,73.62,104,229.28,2022,Leipzig Kings
823,myke-tavarres,4,Myke,Tavarres ,ILB,1.87,73.62,104,229.28,2021,Barcelona Dragons
824,myron-de-vane,36,Myron,De Vane,DB,1.9,74.8,95,209.44,2021,Frankfurt Galaxy
825,nafli-rodriguez,71,Nafli,Rodriguez,OL,1.93,75.98,125,275.58,2022,Leipzig Kings
826,naji-el-ali,16,Naji,El-Ali,WR,1.86,73.23,84,185.19,2022,Berlin Thunder
827,najim-hennig,21,Najim,Hennig,CB,1.78,70.08,81,178.57,2021,Berlin Thunder
828,naren-ishwar-lalwani,75,Naren Ishwar,Lalwani,OL,1.78,70.08,130,286.6,2021,Barcelona Dragons
829,nassim-amroun,19,Nassim,Amroun,WR,1.86,73.23,81,178.57,2022,Hamburg Sea Devils
830,nassim-amroun,19,Nassim,Amroun,WR,1.86,73.23,81,178.57,2021,Hamburg Sea Devils
831,nathan-kalemba,60,Nathan,Kalemba,OL,1.88,74.02,154,339.51,2022,Stuttgart Surge
832,nathaniel-robitaille,86,Nathaniel,Robitaille,WR,1.86,73.23,89,196.21,2022,Rhein Fire
833,nelson-imasuen,99,Nelson,Imasuen,DE,2.07,81.5,124,273.37,2022,Hamburg Sea Devils
834,nelson-imasuen,99,Nelson,Imasuen,DE,2.07,81.5,124,273.37,2021,Hamburg Sea Devils
835,nicholas-moller-hansen,68,Nicholas,Møller-Hansen,OL,1.88,74.02,144,317.47,2021,Barcelona Dragons
836,nick-kaufman,32,Nick,Kaufman,RB,1.73,68.11,86,189.6,2022,Frankfurt Galaxy
837,nick-rudloff,95,Nick,Rudloff,DT,1.86,73.23,135,297.62,2022,Berlin Thunder
838,nick-rudloff,95,Nick,Rudloff,DT,1.86,73.23,135,297.62,2021,Berlin Thunder
839,nick-wenzelburger,31,Nick,Wenzelburger,S,1.84,72.44,89,196.21,2022,Stuttgart Surge
840,nick-wenzelburger,31,Nick,Wenzelburger,S,1.84,72.44,89,196.21,2021,Stuttgart Surge
841,nick-wiens,68,Nick,Wiens,OL,1.87,73.62,126,277.78,2022,Rhein Fire
842,nick-wiens,68,Nick,Wiens,OL,1.87,73.62,126,277.78,2021,Cologne Centurions
843,nico-schon,17,Nico,Schön,WR,1.93,75.98,100,220.46,2021,Frankfurt Galaxy
844,nico-strahmann,19,Nico,Strahmann,WR,1.8,70.87,83,182.98,2022,Frankfurt Galaxy
845,nico-strahmann,19,Nico,Strahmann,WR,1.8,70.87,83,182.98,2021,Frankfurt Galaxy
846,nicolai-schumann,85,Nicolai,Schumann,TE,1.93,75.98,113,249.12,2022,Berlin Thunder
847,nicolai-schumann,85,Nicolai,Schumann,TE,1.93,75.98,113,249.12,2021,Berlin Thunder
848,nicolas-melcher,97,Nicolas,Melcher,DE,1.91,75.2,115,253.53,2022,Raiders Tirol
849,nicolas-werle,63,Nicolas,Werle,DL,1.97,77.56,135,297.62,2021,Frankfurt Galaxy
850,nijaz-hamulic,45,Nijaz,Hamulic,ILB,1.87,73.62,105,231.49,2022,Stuttgart Surge
851,nijaz-hamulic,45,Nijaz,Hamulic,ILB,1.87,73.62,105,231.49,2021,Stuttgart Surge
852,nikita-schonborn,72,Nikita,Schönborn,OL,1.93,75.98,125,275.58,2022,Leipzig Kings
853,niklas-gustav,98,Niklas,Gustav,DE,1.88,74.02,109,240.3,2022,Raiders Tirol
854,niklas-johansson,66,Niklas,Johansson,OL,194.0,7637.8,130,286.6,2022,Vienna Vikings
855,niklas-liesen,47,Niklas,Liesen,ILB,1.84,72.44,106,233.69,2022,Cologne Centurions
856,niklas-liesen,47,Niklas,Liesen,ILB,1.84,72.44,106,233.69,2021,Cologne Centurions
857,niklas-meiworm,76,Niklas,Meiworm,OL,1.96,77.17,147,324.08,2022,Cologne Centurions
858,niklas-meiworm,76,Niklas,Meiworm,OL,1.96,77.17,147,324.08,2021,Cologne Centurions
859,niklas-sanin,18,Niklas,Sanin,K,1.83,72.05,85,187.39,2022,Raiders Tirol
860,niklas-schumm,16,Niklas,Schumm,WR,1.87,73.62,75,165.35,2022,Frankfurt Galaxy
861,niklas-siegert,32,Niklas,Siegert,ILB,1.92,75.59,112,246.92,2022,Rhein Fire
862,niklas-wiem,72,Niklas,Wiem,OL,1.9,74.8,130,286.6,2022,Hamburg Sea Devils
863,niklas-wiem,72,Niklas,Wiem,OL,1.9,74.8,130,286.6,2021,Hamburg Sea Devils
864,niko-lester,25,Niko,Lester,FS,1.87,73.62,97,213.85,2022,Barcelona Dragons
865,niko-lester,25,Niko,Lester,FS,1.87,73.62,97,213.85,2021,Barcelona Dragons
866,nikodem-hernik,55,Nikodem,Hernik,ILB,1.82,71.65,95,209.44,2022,Cologne Centurions
867,nikolas-knoblauch,47,Nikolas,Knoblauch,ILB,1.78,70.08,98,216.05,2022,Stuttgart Surge
868,nikolaus-huszar,27,Nikolaus,Huszar,CB,1.83,72.05,89,196.21,2022,Vienna Vikings
869,nils-baeumer,81,Nils,Bäumer,WR,1.85,72.83,86,189.6,2021,Leipzig Kings
870,nils-hampel,76,Nils,Hampel,OL,1.91,75.2,130,286.6,2022,Frankfurt Galaxy
871,nils-hampel,76,Nils,Hampel,OL,1.91,75.2,130,286.6,2021,Frankfurt Galaxy
872,noah-aarass,11,Noah,Aarass,WR,1.9,74.8,97,213.85,2022,Cologne Centurions
873,noah-aarass,11,Noah,Aarass,WR,1.9,74.8,97,213.85,2021,Cologne Centurions
874,noah-bomba,13,Noah,Bomba,WR,1.95,76.77,88,194.01,2022,Stuttgart Surge
875,noah-bomba,13,Noah,Bomba,WR,1.95,76.77,88,194.01,2021,Frankfurt Galaxy
876,noah-kolling,27,Noah,Kölling,RB,1.8,70.87,85,187.39,2022,Rhein Fire
877,okan-guzel,55,Okan,Güzel,DE,1.87,73.62,115,253.53,2021,Hamburg Sea Devils
878,olav-rohnebaek,40,Olav,Røhnebæk,ILB,1.92,75.59,90,198.42,2021,Leipzig Kings
879,oleg-gerats,52,Oleg,Gerats,OL,1.85,72.83,170,374.79,2022,Berlin Thunder
880,oliver-bahr,22,Oliver,Bahr,RB,1.73,68.11,90,198.42,2022,Leipzig Kings
881,omari-williams,22,Omari,Williams,S,1.86,73.23,82,180.78,2022,Rhein Fire
882,omari-williams,22,Omari,Williams,S,1.86,73.23,82,180.78,2021,Frankfurt Galaxy
