team_id,season,conference_id,division_id,rank,team_abv,team_name,overall_wins,overall_losses,overall_win_pct,points_for,points_against,point_diff,conference_wins,conference_losses,conference_win_pct,conference_points_for,conference_points_against,conference_point_diff,home_wins,home_losses,home_win_pct,away_wins,away_losses,away_win_pct,neutral_wins,neutral_losses,neutral_win_pct,streak
637d28a05a83d2285e2529c7,2021,640badea8893fe72d8c9b26d,,1,HSD,Hamburg Sea Devils,7,3,0.7,274,178,96,7,3,0.7,274,178,96,3,2,0.6,4,1,0.8,0,0,,Loss 2
637d28a05a83d2285e2529cd,2021,640badea8893fe72d8c9b26d,,2,WPA,Panthers Wroclaw,6,4,0.6,314,259,55,6,4,0.6,314,259,55,3,2,0.6,3,2,0.6,0,0,,Win 3
637d28a05a83d2285e2529ca,2021,640badea8893fe72d8c9b26d,,3,LKG,Leipzig Kings,4,8,0.333,242,370,-128,1,5,0.167,105,196,-91,1,5,0.16666666666666666,3,3,0.5,0,0,,Win 2
637d28a05a83d2285e2529c3,2021,640badea8893fe72d8c9b26d,,4,BTH,Berlin Thunder,3,7,0.3,228,296,-68,3,7,0.3,228,296,-68,2,3,0.4,1,4,0.2,0,0,,Win 1
637d28a05a83d2285e2529c6,2021,640badea8893fe72d8c9b26e,,1,FGY,Frankfurt Galaxy,9,1,0.9,357,132,225,9,1,0.9,357,132,225,5,0,1.0,4,1,0.8,0,0,,Win 9
637d28a05a83d2285e2529c4,2021,640badea8893fe72d8c9b26e,,2,CCE,Cologne Centurions,5,5,0.5,320,365,-45,5,5,0.5,320,365,-45,3,2,0.6,2,3,0.4,0,0,,Loss 1
637d28a05a83d2285e2529c2,2021,640badea8893fe72d8c9b26e,,3,BDR,Barcelona Dragons,3,7,0.3,237,277,-40,3,7,0.3,237,277,-40,2,3,0.4,1,4,0.2,0,0,,Loss 2
637d28a05a83d2285e2529d2,2021,640badea8893fe72d8c9b26e,,4,SRG,Stuttgart Surge,2,8,0.2,157,355,-198,2,8,0.2,157,355,-198,1,4,0.2,1,4,0.2,0,0,,Loss 6
