game_id,game_date,game_location,game_stadium,away_abv,away_name,home_abv,home_name,team_id,team_name,visitor_home,total_plays,total_yds,total_yds_per_play,first_downs_total,first_downs_pass,first_downs_rush,first_downs_penalty,penalties_num,penalties_yds,third_down_conv,third_down_att,fourth_down_conv,fourth_down_att,fumbles_num,fumbles_lost,misc_yds,time_of_possession,points_off_turnovers,redzone_att,redzone_scores,redzone_points,redzone_rush_td,redzone_pass_td,redzone_fgm,redzone_end_fga,redzone_end_downs,redzone_end_int,redzone_end_fumble,redzone_end_half,redzone_end_game,pass_comp,pass_att,pass_yds,pass_td,pass_int,pass_long,rush_att,rush_yds,rush_yds_gain,rush_yds_loss,rush_td,rush_long,defense_tackles_total,defense_tackles_solo,defense_tackles_ast,defense_tfl_solo,defense_tfl_ast,defense_tfl,defense_tfl_YDS,defense_sacks,defense_sack_yds,defense_interceptions_num,defense_interceptions_yds,defense_interceptions_td,defense_interceptions_long,defense_pbu,defense_fr,defense_fr_yds,defense_fr_td,defense_fr_long,punt_att,punt_gross_yds,punt_long,punt_blk,punt_tb,punt_fc,punt_50+,punt_in_20,punt_gross_avg,kickoff_att,kickoff_yds,kickoff_out_of_bounds,kickoff_tb,kick_fgm,kick_fga,kick_fg%,kick_fg_long,kick_fg_blk,kick_xpm,kick_xpa,kick_xp%,2PM_pass_att,2PM_pass_made,kick_return_num,kick_return_yds,kick_return_td,kick_return_long,punt_return_num,punt_return_yds,punt_return_td,punt_return_long,field_goal_return_num,field_goal_return_yds,field_goal_return_td
msbd2414,08/24/2024,,,BD,Barcelona Dragons,MS,Milano Seamen,BD,Barcelona Dragons,V,61,308,5.049180327868853,16,11,3,2,4,40,4,12,0,1,3.0,1.0,11,18:44,0,6.0,6.0,36.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,300.0,5.0,0.0,56.0,10.0,8.0,32.0,0.0,0.0,11.0,56.0,45.0,11.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,17.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,6.0,221.0,60.0,0.0,0.0,0.0,1.0,2.0,36.833,7.0,378.0,0.0,2.0,1.0,1.0,1.0,33.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,139.0,0.0,38.0,3.0,11.0,0.0,7.0,,,
msbd2414,08/24/2024,,,BD,Barcelona Dragons,MS,Milano Seamen,MS,Milano Seamen,H,80,633,7.9125,30,14,15,1,11,75,10,14,0,1,2.0,1.0,-1,38:19,0,9.0,8.0,57.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,378.0,5.0,1.0,12.0,47.0,255.0,292.0,0.0,3.0,26.0,33.0,25.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,52.0,0.0,0.0,0.0,1.0,0.0,52.0,9.0,580.0,0.0,4.0,0.0,1.0,0.0,42.0,0.0,7.0,7.0,1.0,0.0,0.0,4.0,66.0,0.0,28.0,1.0,-1.0,0.0,-1.0,,,
msfe2406,06/29/2024,,,FE,Fehervar Enthroners,MS,Milano Seamen,FE,Fehervar Enthroners,V,63,327,5.190476190476191,15,11,4,0,11,15,8,15,0,0,3.0,1.0,12,28:33,0,2.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,42.0,226.0,2.0,1.0,0.0,21.0,101.0,121.0,0.0,0.0,44.0,43.0,33.0,10.0,5.0,2.0,6.0,12.0,1.0,1.0,1.0,18.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,8.0,233.0,53.0,0.0,0.0,0.0,2.0,1.0,29.125,3.0,121.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,35.0,0.0,20.0,3.0,12.0,0.0,7.0,,,
msfe2406,06/29/2024,,,FE,Fehervar Enthroners,MS,Milano Seamen,MS,Milano Seamen,H,66,328,4.96969696969697,16,5,10,1,5,5,5,14,0,1,1.0,1.0,14,31:27,0,5.0,3.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,142.0,1.0,1.0,0.0,34.0,186.0,204.0,0.0,1.0,31.0,44.0,27.0,17.0,4.0,1.0,4.5,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,136.0,52.0,0.0,1.0,1.0,1.0,3.0,45.333,5.0,349.0,0.0,3.0,2.0,3.0,0.667,47.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,44.0,0.0,44.0,1.0,14.0,0.0,14.0,,,
MSFG2306,7/8/2023,Milano,Vigorelli,FG,Frankfurt Galaxy,MS,Milano Seamen,FG,Frankfurt Galaxy,V,84,427,5.083333333333333,23,16,5,2,11,100,4,18,3,4,0.0,0.0,0,33:52,14,4.0,4.0,23.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,55.0,363.0,4.0,1.0,70.0,26.0,64.0,79.0,15.0,1.0,29.0,42.0,30.0,12.0,2.0,2.0,3.0,22.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,,,,,7.0,276.0,62.0,1.0,0.0,0.0,1.0,3.0,39.429,8.0,528.0,0.0,1.0,2.0,2.0,1.0,38.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,101.0,0.0,31.0,3.0,31.0,0.0,19.0,,,
MSFG2306,7/8/2023,Milano,Vigorelli,FG,Frankfurt Galaxy,MS,Milano Seamen,MS,Milano Seamen,H,71,367,5.169014084507042,21,13,2,6,3,50,4,17,0,1,0.0,0.0,0,26:08,0,4.0,4.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,59.0,330.0,3.0,3.0,59.0,11.0,37.0,37.0,0.0,0.0,14.0,47.0,47.0,0.0,11.0,0.0,11.0,38.0,3.0,3.0,1.0,0.0,0.0,0.0,6.0,,,,,5.0,169.0,51.0,0.0,0.0,0.0,1.0,0.0,33.8,7.0,475.0,0.0,3.0,4.0,5.0,0.8,53.0,0.0,3.0,3.0,1.0,0.0,0.0,7.0,203.0,0.0,39.0,5.0,50.0,0.0,21.0,,,
MSHG2304,6/25/2023,Milano,Vigorelli,HG,Helvetic Guards,MS,Milano Seamen,HG,Helvetic Guards,V,68,179,2.6323529411764706,7,6,1,0,10,89,4,18,0,5,2.0,1.0,-8,30:52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,46.0,158.0,0.0,1.0,32.0,19.0,21.0,32.0,11.0,0.0,8.0,54.0,37.0,17.0,3.0,0.0,3.0,5.0,0.0,0.0,,,,,2.0,,,,,8.0,385.0,70.0,0.0,2.0,0.0,3.0,1.0,48.125,1.0,60.0,1.0,0.0,,,,,,,,,,,5.0,106.0,0.0,33.0,,,,,,,
MSHG2304,6/25/2023,Milano,Vigorelli,HG,Helvetic Guards,MS,Milano Seamen,MS,Milano Seamen,H,77,424,5.5064935064935066,21,15,5,1,6,62,8,18,0,1,2.0,1.0,7,29:08,7,6.0,4.0,18.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,48.0,324.0,3.0,0.0,37.0,29.0,100.0,104.0,4.0,0.0,17.0,44.0,28.0,16.0,7.0,2.0,8.0,35.0,3.0,3.0,1.0,-4.0,0.0,0.0,4.0,1.0,61.0,1.0,61.0,6.0,224.0,59.0,0.0,2.0,0.0,1.0,1.0,37.333,7.0,410.0,1.0,1.0,2.0,3.0,0.667,29.0,0.0,2.0,3.0,0.667,1.0,0.0,,,,,3.0,65.0,0.0,34.0,,,
mshg2403,06/08/2024,,,HM,Helvetic Mercenaries,MS,Milano Seamen,HM,Helvetic Mercenaries,V,60,182,3.033333333333333,10,5,4,1,12,110,6,16,0,1,1.0,0.0,59,24:20,0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,113.0,1.0,2.0,39.0,16.0,69.0,83.0,0.0,0.0,38.0,49.0,39.0,10.0,10.0,1.0,10.5,6.0,2.0,2.0,1.0,10.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,9.0,400.0,55.0,0.0,0.0,0.0,3.0,2.0,44.444,2.0,135.0,0.0,1.0,0.0,1.0,0.0,52.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,16.0,0.0,16.0,4.0,59.0,0.0,21.0,,,
mshg2403,06/08/2024,,,HM,Helvetic Mercenaries,MS,Milano Seamen,MS,Milano Seamen,H,72,271,3.763888888888889,14,9,2,3,9,85,7,17,0,1,0.0,0.0,49,35:40,0,3.0,2.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,41.0,236.0,2.0,1.0,38.0,28.0,35.0,60.0,0.0,0.0,10.0,36.0,30.0,6.0,9.0,2.0,10.0,6.0,8.0,8.0,2.0,-41.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,311.0,56.0,0.0,0.0,0.0,1.0,1.0,38.875,3.0,200.0,0.0,2.0,0.0,3.0,0.0,48.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,23.0,0.0,23.0,3.0,49.0,0.0,20.0,,,
MSMR2313,8/26/2023,Milano,Vigorelli,MR,Munich Ravens,MS,Milano Seamen,MR,Munich Ravens,V,61,651,10.672131147540984,27,13,13,1,10,167,8,9,1,1,1.0,1.0,0,31:05,28,3.0,3.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,36.0,399.0,3.0,1.0,72.0,25.0,252.0,254.0,2.0,4.0,64.0,61.0,47.0,14.0,7.0,0.0,7.0,33.0,3.0,3.0,1.0,30.0,0.0,30.0,1.0,,,,,1.0,50.0,50.0,0.0,0.0,0.0,1.0,0.0,50.0,8.0,479.0,2.0,2.0,,,,,,6.0,7.0,0.857,0.0,0.0,,,,,,,,,,,
MSMR2313,8/26/2023,Milano,Vigorelli,MR,Munich Ravens,MS,Milano Seamen,MS,Milano Seamen,H,71,433,6.098591549295775,29,14,13,2,6,67,6,11,1,2,3.0,3.0,3,28:55,6,7.0,5.0,30.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,39.0,269.0,3.0,1.0,31.0,29.0,164.0,174.0,10.0,1.0,20.0,51.0,33.0,18.0,1.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,5.0,210.0,0.0,5.0,1.0,1.0,1.0,28.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,130.0,0.0,75.0,1.0,30.0,0.0,30.0,,,
msmr2402,06/01/2024,,,MR,Munich Ravens,MS,Milano Seamen,MR,Munich Ravens,V,69,329,4.768115942028985,21,13,7,1,7,15,6,12,1,2,0.0,0.0,0,34:40,0,7.0,7.0,41.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,36.0,201.0,4.0,1.0,0.0,31.0,128.0,133.0,0.0,2.0,12.0,38.0,26.0,12.0,2.0,1.0,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,443.0,0.0,2.0,2.0,2.0,1.0,45.0,0.0,5.0,6.0,0.833,0.0,0.0,1.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,,,
msmr2402,06/01/2024,,,MR,Munich Ravens,MS,Milano Seamen,MS,Milano Seamen,H,52,156,3.0,8,4,3,1,7,15,5,14,0,0,1.0,1.0,114,25:20,0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,90.0,0.0,0.0,0.0,27.0,66.0,79.0,0.0,1.0,24.0,56.0,37.0,19.0,1.0,3.0,2.5,111.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,255.0,48.0,0.0,0.0,0.0,0.0,1.0,31.875,2.0,136.0,0.0,1.0,0.0,1.0,0.0,47.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,51.0,0.0,28.0,6.0,114.0,0.0,56.0,,,
MSRT2314,9/2/2023,Milano,Vigorelli,RT,Raiders Tirol,MS,Milano Seamen,RT,Raiders Tirol,V,79,453,5.734177215189874,26,13,13,0,9,109,9,16,3,3,3.0,3.0,0,36:31,0,6.0,4.0,24.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,39.0,254.0,3.0,1.0,43.0,39.0,199.0,209.0,10.0,2.0,19.0,32.0,20.0,12.0,5.0,6.0,8.0,34.0,1.0,1.0,,,,,3.0,,,,,2.0,82.0,42.0,0.0,1.0,0.0,0.0,1.0,41.0,7.0,406.0,2.0,0.0,1.0,1.0,1.0,29.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,56.0,0.0,32.0,5.0,59.0,0.0,22.0,,,
MSRT2314,9/2/2023,Milano,Vigorelli,RT,Raiders Tirol,MS,Milano Seamen,MS,Milano Seamen,H,45,237,5.266666666666667,11,5,2,4,13,161,1,10,0,2,0.0,0.0,0,23:29,9,2.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,217.0,2.0,0.0,77.0,14.0,20.0,41.0,21.0,0.0,12.0,73.0,45.0,28.0,5.0,2.0,6.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,,,,,6.0,258.0,56.0,0.0,0.0,1.0,2.0,0.0,43.0,5.0,339.0,0.0,3.0,1.0,1.0,1.0,27.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,295.0,2.0,94.0,,,,,,,
msrt2401,05/25/2024,,,RT,Raiders Tirol,MS,Milano Seamen,RT,Raiders Tirol,V,69,335,4.855072463768116,18,10,5,3,6,55,6,12,1,1,1.0,0.0,32,37:31,0,7.0,6.0,32.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,33.0,227.0,3.0,1.0,31.0,33.0,108.0,121.0,0.0,1.0,16.0,28.0,23.0,5.0,4.0,0.0,4.0,0.0,1.0,1.0,3.0,66.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,4.0,153.0,58.0,0.0,1.0,1.0,2.0,3.0,38.25,7.0,397.0,0.0,5.0,2.0,3.0,0.667,38.0,0.0,2.0,4.0,0.5,0.0,0.0,1.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,,,
msrt2401,05/25/2024,,,RT,Raiders Tirol,MS,Milano Seamen,MS,Milano Seamen,H,46,111,2.4130434782608696,7,2,4,1,7,70,1,10,0,0,1.0,1.0,56,22:29,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,55.0,0.0,3.0,10.0,23.0,56.0,65.0,0.0,0.0,11.0,56.0,42.0,14.0,8.0,2.0,9.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,226.0,48.0,0.0,1.0,0.0,0.0,2.0,32.286,1.0,94.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,0.0,,0.0,0.0,2.0,30.0,0.0,16.0,3.0,56.0,0.0,24.0,,,
MSSS2309,7/29/2023,Milano,Vigorelli,SS,Stuttgart Surge,MS,Milano Seamen,SS,Stuttgart Surge,V,62,609,9.82258064516129,29,19,6,4,10,97,7,11,0,0,0.0,0.0,89,28:45,14,7.0,7.0,44.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,545.0,6.0,0.0,58.0,24.0,64.0,69.0,5.0,4.0,16.0,53.0,47.0,6.0,6.0,0.0,6.0,29.0,2.0,2.0,4.0,15.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,3.0,107.0,47.0,0.0,0.0,0.0,0.0,0.0,35.667,13.0,884.0,1.0,6.0,1.0,1.0,1.0,34.0,0.0,9.0,11.0,0.818,0.0,0.0,2.0,28.0,0.0,21.0,1.0,5.0,0.0,0.0,,,
MSSS2309,7/29/2023,Milano,Vigorelli,SS,Stuttgart Surge,MS,Milano Seamen,MS,Milano Seamen,H,71,378,5.323943661971831,20,12,5,3,11,133,5,15,0,1,0.0,0.0,0,31:15,0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,50.0,303.0,2.0,4.0,43.0,19.0,75.0,84.0,9.0,0.0,23.0,46.0,38.0,8.0,3.0,2.0,4.0,17.0,1.0,1.0,,,,,,,,,,3.0,75.0,46.0,1.0,0.0,1.0,0.0,0.0,25.0,6.0,415.0,0.0,4.0,2.0,5.0,0.4,40.0,1.0,3.0,3.0,1.0,0.0,0.0,5.0,196.0,0.0,60.0,2.0,85.0,1.0,55.0,,,
msss2411,08/03/2024,,,SS,Stuttgart Surge,MS,Milano Seamen,SS,Stuttgart Surge,V,64,338,5.28125,14,6,7,1,5,40,4,12,1,3,1.0,1.0,0,30:11,0,8.0,8.0,47.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,26.0,189.0,4.0,1.0,0.0,35.0,149.0,166.0,0.0,1.0,37.0,47.0,39.0,8.0,9.0,1.0,9.5,6.0,3.0,3.0,1.0,46.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,42.0,0.0,0.0,0.0,0.0,0.0,37.5,10.0,695.0,0.0,7.0,3.0,3.0,1.0,43.0,0.0,6.0,6.0,1.0,0.0,0.0,4.0,84.0,0.0,50.0,0.0,0.0,0.0,0.0,,,
msss2411,08/03/2024,,,SS,Stuttgart Surge,MS,Milano Seamen,MS,Milano Seamen,H,57,259,4.543859649122807,16,4,12,0,9,38,3,11,0,1,4.0,3.0,21,29:49,0,3.0,3.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,16.0,38.0,0.0,1.0,0.0,41.0,221.0,243.0,0.0,2.0,25.0,48.0,38.0,10.0,9.0,0.0,9.0,0.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,6.0,212.0,45.0,0.0,0.0,0.0,0.0,2.0,35.333,4.0,255.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,35.0,0.0,19.0,2.0,21.0,0.0,15.0,,,
nobt2503,06/01/2025,Soborg,Gladsaxe Stadium,BTH,Berlin Thunder,NDS,Nordic Storm,BT,Berlin Thunder,V,52,158,3.0384615384615383,9,6,2,1,9,62,1,12,2,3,,,0,29:46,0,,,,,,,,,,,,,17.0,30.0,137.0,0.0,1.0,,19.0,32.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nobt2503,06/01/2025,Soborg,Gladsaxe Stadium,BTH,Berlin Thunder,NDS,Nordic Storm,NO,Nordic Storm,H,65,411,6.323076923076923,22,14,7,1,11,79,5,10,1,4,,,0,30:14,0,,,,,,,,,,,,,22.0,38.0,296.0,3.0,0.0,,25.0,126.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLBT2307,7/16/2023,Prague,FK Viktoria Yiykov,BT,Berlin Thunder,PL,Prague Lions,BT,Berlin Thunder,V,68,441,6.485294117647059,26,22,3,1,7,73,5,12,0,0,8.0,4.0,40,26:43,0,5.0,3.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,43.0,387.0,3.0,3.0,65.0,21.0,54.0,64.0,10.0,1.0,13.0,64.0,44.0,20.0,5.0,6.0,8.0,42.0,1.0,1.0,2.0,11.0,0.0,11.0,5.0,,,,,3.0,102.0,40.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,532.0,0.0,5.0,1.0,1.0,1.0,24.0,0.0,4.0,6.0,0.667,0.0,0.0,2.0,108.0,1.0,92.0,7.0,157.0,1.0,92.0,,,
PLBT2307,7/16/2023,Prague,FK Viktoria Yiykov,BT,Berlin Thunder,PL,Prague Lions,PL,Prague Lions,H,68,135,1.9852941176470589,8,2,3,3,5,41,2,18,1,4,2.0,1.0,-25,33:17,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,30.0,31.0,0.0,2.0,7.0,37.0,104.0,114.0,10.0,0.0,10.0,59.0,39.0,20.0,7.0,0.0,7.0,41.0,4.0,4.0,3.0,79.0,0.0,61.0,6.0,3.0,91.0,1.0,77.0,10.0,398.0,44.0,0.0,0.0,1.0,0.0,1.0,39.8,2.0,113.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,36.0,0.0,22.0,,,,,,,
plbt2406,06/30/2024,,,BT,Berlin Thunder,PL,Prague Lions,BT,Berlin Thunder,V,63,440,6.984126984126984,20,14,5,1,3,30,9,14,0,1,0.0,0.0,0,28:37,0,6.0,5.0,34.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,37.0,327.0,3.0,0.0,42.0,25.0,113.0,115.0,0.0,2.0,18.0,49.0,35.0,14.0,9.0,1.0,9.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,44.0,0.0,0.0,0.0,0.0,1.0,19.333,6.0,373.0,0.0,2.0,0.0,1.0,0.0,32.0,0.0,4.0,5.0,0.8,0.0,0.0,2.0,59.0,0.0,35.0,0.0,0.0,0.0,0.0,,,
plbt2406,06/30/2024,,,BT,Berlin Thunder,PL,Prague Lions,PL,Prague Lions,H,50,132,2.64,6,0,6,0,4,20,4,15,1,2,0.0,0.0,20,31:23,0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,132.0,192.0,0.0,1.0,78.0,46.0,30.0,16.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,269.0,53.0,0.0,1.0,0.0,2.0,3.0,38.429,2.0,131.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,44.0,0.0,16.0,3.0,20.0,0.0,8.0,,,
PLCC2302,6/10/2023,Prague,FK Viktoria Zizkov,CC,Cologne Centurions,PL,Prague Lions,CC,Cologne Centurions,V,72,145,2.013888888888889,13,7,6,0,9,80,5,20,0,1,4.0,1.0,-41,37:18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,50.0,1.0,0.0,29.0,32.0,95.0,119.0,24.0,0.0,27.0,48.0,16.0,32.0,2.0,4.0,4.0,10.0,1.0,1.0,,,,,,,,,,11.0,407.0,51.0,0.0,1.0,4.0,1.0,2.0,37.0,5.0,321.0,0.0,0.0,1.0,2.0,0.5,43.0,1.0,2.0,3.0,0.667,0.0,0.0,2.0,73.0,0.0,46.0,5.0,76.0,2.0,23.0,,,
PLCC2302,6/10/2023,Prague,FK Viktoria Zizkov,CC,Cologne Centurions,PL,Prague Lions,PL,Prague Lions,H,62,164,2.6451612903225805,11,7,1,3,8,60,1,16,1,3,3.0,1.0,17,22:42,7,2.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,43.0,140.0,2.0,0.0,30.0,18.0,24.0,29.0,5.0,0.0,8.0,74.0,30.0,44.0,11.0,12.0,17.0,93.0,7.0,7.0,,,,,,1.0,0.0,0.0,0.0,12.0,372.0,62.0,2.0,0.0,3.0,2.0,1.0,31.0,3.0,200.0,0.0,1.0,,,,,,2.0,2.0,1.0,0.0,0.0,5.0,97.0,0.0,30.0,3.0,-6.0,0.0,0.0,,,
PLFE2312,8/19/2023,Szekesfehervar,First Field,FE,Fehervar Enthroners,PL,Prague Lions,FE,Fehervar Enthroners,V,59,383,6.491525423728813,24,11,9,4,8,120,5,11,1,3,3.0,1.0,0,32:52,6,4.0,1.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,16.0,25.0,248.0,1.0,0.0,46.0,33.0,135.0,173.0,38.0,2.0,28.0,56.0,24.0,32.0,7.0,8.0,11.0,31.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,4.0,147.0,41.0,0.0,0.0,0.0,0.0,1.0,36.75,2.0,120.0,0.0,0.0,,,,,,1.0,1.0,1.0,2.0,0.0,2.0,50.0,0.0,28.0,,,,,,,
PLFE2312,8/19/2023,Szekesfehervar,First Field,FE,Fehervar Enthroners,PL,Prague Lions,PL,Prague Lions,H,55,166,3.018181818181818,11,4,5,2,4,40,5,13,0,1,2.0,1.0,-5,27:08,0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,28.0,98.0,0.0,1.0,38.0,26.0,68.0,89.0,21.0,0.0,14.0,48.0,26.0,22.0,3.0,4.0,5.0,14.0,1.0,1.0,,,,,1.0,,,,,5.0,160.0,49.0,0.0,0.0,0.0,0.0,2.0,32.0,2.0,121.0,0.0,0.0,1.0,1.0,1.0,35.0,0.0,,,,,,2.0,48.0,0.0,28.0,1.0,13.0,0.0,13.0,,,
plfe2408,07/13/2024,,,FE,Fehervar Enthroners,PL,Prague Lions,FE,Fehervar Enthroners,V,64,454,7.09375,22,17,5,0,7,70,9,13,0,0,1.0,0.0,15,32:59,0,5.0,5.0,31.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,373.0,3.0,0.0,37.0,31.0,81.0,101.0,0.0,1.0,12.0,37.0,29.0,8.0,4.0,4.0,6.0,39.0,6.0,6.0,1.0,25.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,125.0,58.0,0.0,1.0,0.0,2.0,1.0,41.667,7.0,412.0,0.0,5.0,1.0,1.0,1.0,37.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,15.0,,,
plfe2408,07/13/2024,,,FE,Fehervar Enthroners,PL,Prague Lions,PL,Prague Lions,H,54,260,4.814814814814815,20,11,6,3,3,20,1,6,1,2,1.0,1.0,4,27:01,0,4.0,2.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,36.0,194.0,0.0,1.0,20.0,16.0,66.0,76.0,0.0,0.0,14.0,45.0,35.0,10.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,234.0,65.0,0.0,2.0,0.0,1.0,3.0,46.8,3.0,130.0,0.0,3.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,,0.0,0.0,1.0,20.0,0.0,20.0,1.0,4.0,0.0,4.0,,,
plhd2401,05/26/2024,,,HD,Hamburg Sea Devils,PL,Prague Lions,HD,Hamburg Sea Devils,V,55,461,8.381818181818181,15,9,5,1,13,75,4,12,1,2,1.0,1.0,29,29:46,0,5.0,5.0,31.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,291.0,3.0,0.0,32.0,23.0,170.0,192.0,0.0,1.0,86.0,49.0,37.0,12.0,8.0,1.0,8.5,3.0,0.0,0.0,1.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,5.0,144.0,36.0,0.0,0.0,0.0,0.0,1.0,28.8,6.0,312.0,0.0,3.0,1.0,1.0,1.0,24.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,30.0,0.0,21.0,3.0,29.0,0.0,17.0,,,
