season,week,week_str,game_id,date,is_cancelled,away_team_id,away_team_slug,away_team_name,home_team_id,home_team_slug,home_team_name,away_team_score,home_team_score,gamebook_url,is_game_over,is_game_tbd,has_game_started,stats_crew_game_id,old_game_id
2022,1,Week 1,640bcad106c9126799b7807e,2022-06-04 10:00:00,False,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,38,40,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b6203aa93a533a5446243c_STATS_CCIR2201_CORRECTED.pdf,True,False,True,ccir2201,220604-istanbul-rams-cologne-centurions
2022,1,Week 1,640bcad106c9126799b7807f,2022-06-05 08:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,38,9,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62a32d7269bca430735e00c8_STATS_SSBD2201_CORRECTED.PDF,True,False,True,ssbd2201,220605-barcelona-dragons-stuttgart-surge
2022,1,Week 1,640bcad106c9126799b78080,2022-06-05 08:00:00,False,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,18,43,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/629f3d7790104a5c03a1661e_STATS_HDBT2201_CORRECTED_2.pdf,True,False,True,hdbt2201,220605-berlin-thunder-hamburg-sea-devils
2022,1,Week 1,640bcad106c9126799b78081,2022-06-05 08:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,27,34,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b55844732af1f177cb4425_STATS_PWLK2201_CORRECTED.pdf,True,False,True,pwlk2201,220605-leipzig-kings-wroclaw-panthers
2022,1,Week 1,640bcad106c9126799b78082,2022-06-05 08:00:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,29,26,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62a32b0fb7eccbfc2f8dfd27_STATS_FGRF2201_CORRECTED.PDF,True,False,True,fgrf2201,220605-rhein-fire-frankfurt-galaxy
2022,1,Week 1,640bcad106c9126799b78083,2022-06-05 08:00:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,29,23,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62a0847a21eed03b8247e80b_STATS_RTVV2201_CORRECTED.PDF,True,False,True,rtvv2201,220605-vienna-vikings-raiders-tirol
2022,2,Week 2,640bcad106c9126799b78084,2022-06-11 08:00:00,False,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,7,41,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b62067cd202c88d8ccc125_STATS_BTIR2202_CORRECTED.pdf,True,False,True,btir2202,220611-istanbul-rams-berlin-thunder
2022,2,Week 2,640bcad106c9126799b78085,2022-06-11 08:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,46,49,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62a5b9a078c4d533bf9a3143_STATS_CCRT2202.pdf,True,False,True,ccrt2202,220611-raiders-tirol-cologne-centurions
2022,2,Week 2,640bcad106c9126799b78086,2022-06-12 08:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,24,21,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62ac6d354560971906022e60_STATS_HDBD2202_CORRECTED2.pdf,True,False,True,hdbd2202,220612-barcelona-dragons-hamburg-sea-devils
2022,2,Week 2,640bcad106c9126799b78087,2022-06-12 08:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,10,30,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62af2bd1846137771a230967_STATS_VVFG2202_CORRECTED.PDF,True,False,True,vvfg2202,220612-frankfurt-galaxy-vienna-vikings
2022,2,Week 2,640bcad106c9126799b78088,2022-06-12 08:00:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,28,17,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b194d87a39f5415a9e8e7d_STATS_LKRF2202_CORRECTED.pdf,True,False,True,lkrf2202,220612-rhein-fire-leipzig-kings
2022,2,Week 2,640bcad106c9126799b78089,2022-06-12 08:00:00,False,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,28,25,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b57785b39c6b86f00f00db_STATS_SSPW2202_CORRECTED.pdf,True,False,True,sspw2202,220612-wroclaw-panthers-stuttgart-surge
2022,3,Week 3,640bcad106c9126799b7808a,2022-06-18 11:00:00,False,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,32,34,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b445dd9685e97778d25455_STATS_BDCC2203_CORRECTED.pdf,True,False,True,bdcc2203,220618-cologne-centurions-barcelona-dragons
2022,3,Week 3,640bcad106c9126799b7808b,2022-06-18 11:00:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,14,0,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b193f74dbcd790a1eaf7a7_STATS_LKHD2203_CORRECTED.pdf,True,False,True,lkhd2203,220618-hamburg-sea-devils-leipzig-kings
2022,3,Week 3,640bcad106c9126799b7808c,2022-06-19 08:00:00,False,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,16,28,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b558d260a42854475a0637_STATS_RTBT2203_CORRECTED.pdf,True,False,True,rtbt2203,220619-berlin-thunder-raiders-tirol
2022,3,Week 3,640bcad106c9126799b7808d,2022-06-19 08:00:00,False,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,12,42,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b620812054467112877d92_STATS_RFIR2203_CORRECTED.pdf,True,False,True,rfir2203,220619-istanbul-rams-rhein-fire
2022,3,Week 3,640bcad106c9126799b7808e,2022-06-19 08:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,13,42,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b475be0aa692757c2e9fd6_STATS_VVSS2203_CORRECTED.pdf,True,False,True,vvss2203,220619-stuttgart-surge-vienna-vikings
2022,3,Week 3,640bcad106c9126799b7808f,2022-06-19 08:00:00,False,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,13,47,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b44602a86a931a9467a3f3_STATS_FGPW2203_CORRECTED.pdf,True,False,True,fgpw2203,220619-wroclaw-panthers-frankfurt-galaxy
2022,4,Week 4,640bcad106c9126799b78090,2022-06-25 10:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,48,12,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b9626c39998c3220f2e2df_STATS_CCFG2204.pdf,True,False,True,ccfg2204,220625-frankfurt-galaxy-cologne-centurions
2022,4,Week 4,640bcad106c9126799b78091,2022-06-25 08:00:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,49,0,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62c3f79f4fff676312dd1627_STATS_IRVV2204_CORRECTED.pdf,True,False,True,irvv2204,220625-vienna-vikings-istanbul-rams
2022,4,Week 4,640bcad106c9126799b78092,2022-06-26 08:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,17,13,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62bb4f6079948284a3acecc3_STATS_RFBD2204_CORRECTED.pdf,True,False,True,rfbd2204,220626-barcelona-dragons-rhein-fire
