season,week,week_str,game_id,date,is_cancelled,away_team_id,away_team_slug,away_team_name,home_team_id,home_team_slug,home_team_name,away_team_score,home_team_score,gamebook_url,is_game_over,is_game_tbd,has_game_started,stats_crew_game_id,old_game_id
2022,4,Week 4,640bcad106c9126799b78093,2022-06-26 08:00:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,26,23,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62b9645a95fc114791bf03d7_STATS_PWHD2204.pdf,True,False,True,pwhd2204,220626-hamburg-sea-devils-wroclaw-panthers
2022,4,Week 4,640bcad106c9126799b78094,2022-06-26 08:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,19,15,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62bab7d644c6d807351f6a76_STATS_BTLK2204_CORRECTED.pdf,True,False,True,btlk2204,220626-leipzig-kings-berlin-thunder
2022,4,Week 4,640bcad106c9126799b78095,2022-06-26 08:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,33,0,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62bb4f45e675f8049c5dacf5_STATS_SSRT2204_CORRECTED.pdf,True,False,True,ssrt2204,220626-raiders-tirol-stuttgart-surge
2022,5,Week 5,640bcad106c9126799b78096,2022-07-02 08:00:00,False,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,34,7,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62c3f4f73526170a7d872f4f_STATS_CCBT2205_CORRECTED.pdf,True,False,True,ccbt2205,220702-berlin-thunder-cologne-centurions
2022,5,Week 5,640bcad106c9126799b78097,2022-07-02 11:00:00,False,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,7,41,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62c55f19fa9c9b0a8857aaf7_STATS_BDIR2205_CORRECTED.pdf,True,False,True,bdir2205,220702-istanbul-rams-barcelona-dragons
2022,5,Week 5,640bcad106c9126799b78098,2022-07-03 08:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,17,23,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62c2c26df8ab8808f5ed918d_STATS_RTFG2205.pdf,True,False,True,rtfg2205,220703-frankfurt-galaxy-raiders-tirol
2022,5,Week 5,640bcad106c9126799b78099,2022-07-03 08:00:00,False,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,6,30,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62ceb27a4fb202f45b372665_STATS_VVPW2205_CORRECTED.pdf,True,False,True,vvpw2205,220703-panthers-wroclaw-vienna-vikings
2022,5,Week 5,640bcad106c9126799b7809a,2022-07-03 08:00:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,15,42,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62cff8943c57913b2eadbeb8_STATS_HDRF2205_CORRECTED.pdf,True,False,True,hdrf2205,220703-rhein-fire-hamburg-sea-devils
2022,5,Week 5,640bcad106c9126799b7809b,2022-07-03 08:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,22,28,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62c3f545876720be087eba88_STATS_LKSS2205_CORRECTED.pdf,True,False,True,lkss2205,220703-stuttgart-surge-leipzig-kings
2022,6,Week 6,640bcad106c9126799b7809c,2022-07-09 08:00:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,70,0,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62cbb19ce69a669931db041e_STATS_IRHD2206.pdf,True,False,True,irhd2206,220709-hamburg-sea-devils-istanbul-rams
2022,6,Week 6,640bcad106c9126799b7809d,2022-07-09 11:00:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,27,20,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62cc291dd826fe9f075b773a_STATS_BDVV2206_CORRECTED.pdf,True,False,True,bdvv2206,220709-vienna-vikings-barcelona-dragons
2022,6,Week 6,640bcad106c9126799b7809e,2022-07-10 08:00:00,False,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,3,17,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62cd4e7cfefa0541ec041dd4_STATS_RFCC2206_CORRECTED.pdf,True,False,True,rfcc2206,220710-cologne-centurions-rhein-fire
2022,6,Week 6,640bcad106c9126799b7809f,2022-07-10 08:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,26,20,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62cd45fafefa05bf83016178_STATS_SSFG2206_CORRECTED.pdf,True,False,True,ssfg2206,220710-frankfurt-galaxy-stuttgart-surge
2022,6,Week 6,640bcad106c9126799b780a0,2022-07-10 08:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,6,37,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62cd458e1f49e5b7eb0e0f9d_STATS_RTLK2206.pdf,True,False,True,rtlk2206,220710-leipzig-kings-raiders-tirol
2022,6,Week 6,640bcad106c9126799b780a1,2022-07-10 08:00:00,False,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,25,31,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6317dd4ba29c59124e1321ec_STATS_BTPW2206_CORRECTED.pdf,True,False,True,btpw2206,220710-wroclaw-panthers-berlin-thunder
2022,7,Week 7,640bcad106c9126799b780a2,2022-07-17 08:03:00,False,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,33,22,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62d43320f4e6ef5db5f4c511_STATS_LKBT2207.pdf,True,False,True,lkbt2207,220717-berlin-thunder-leipzig-kings
2022,7,Week 7,640bcad106c9126799b780a3,2022-07-17 08:02:00,False,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,14,46,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62d983a56de01f1cf179fb12_STATS_FGCC2207_CORRECTED.pdf,True,False,True,fgcc2207,220717-cologne-centurions-frankfurt-galaxy
2022,7,Week 7,640bcad106c9126799b780a4,2022-07-17 08:01:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,0,34,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6305436e2118b271ad8c0dd3_STATS_PWSS2207_CORRECTED.pdf,True,False,True,pwss2207,220717-stuttgart-surge-wroclaw-panthers
2022,8,Week 8,640bcad106c9126799b780a5,2022-07-23 08:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,19,22,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62dfedd75eba3c8d0edebbf0_STATS_IRBD2208.pdf,True,False,True,irbd2208,220723-barcelona-dragons-istanbul-rams
2022,8,Week 8,640bcad106c9126799b780a6,2022-07-24 08:00:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,40,16,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62ec5ed753bfc7423cda9917_STATS_RFHD2208_CORRECTED.pdf,True,False,True,rfhd2208,220724-hamburg-sea-devils-rhein-fire
2022,8,Week 8,640bcad106c9126799b780a7,2022-07-24 08:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,13,29,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62dfdae91c2d01b3964a8972_STATS_VVRT2208.pdf,True,False,True,vvrt2208,220724-raiders-tirol-vienna-vikings
2022,9,Week 9,640bcad106c9126799b780a8,2022-07-30 11:00:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,23,33,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62f4348440dca7438304d926_STATS_BDRF2209.pdf,True,False,True,bdrf2209,220730-rhein-fire-barcelona-dragons
2022,9,Week 9,640bcad106c9126799b780a9,2022-07-31 08:00:00,False,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,29,39,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62ec5ffe6f2fbdf1cc15e50c_STATS_BTCC2209.pdf,True,False,True,btcc2209,220731-cologne-centurions-berlin-thunder
2022,9,Week 9,640bcad106c9126799b780aa,2022-07-31 08:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,30,29,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/63054309509dee235e035af8_STATS_PWFG2209b.pdf,True,False,True,pwfg2209,220731-frankfurt-galaxy-wroclaw-panthers
2022,9,Week 9,640bcad106c9126799b780ab,2022-07-31 08:00:00,False,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,26,29,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62ec60ce8a9935849fd6d427_STATS_HDIR2209.pdf,True,False,True,hdir2209,220731-istanbul-rams-hamburg-sea-devils
2022,9,Week 9,640bcad106c9126799b780ac,2022-07-31 08:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,56,14,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62e6a8abcb197812f3d31e4c_STATS_LKRT2209.pdf,True,False,True,lkrt2209,220731-raiders-tirol-leipzig-kings
2022,9,Week 9,640bcad106c9126799b780ad,2022-07-31 08:00:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,41,0,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62ec601a8a99358528d5e9c6_STATS_SSVV2209.pdf,True,False,True,ssvv2209,220731-vienna-vikings-stuttgart-surge
2022,11,Week 11,640bcad106c9126799b780ae,2022-08-13 10:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,37,15,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62fce66a1d6acabf0b8827cb_STATS_CCBD2211.pdf,True,False,True,ccbd2211,220813-barcelona-dragons-cologne-centurions
2022,11,Week 11,640bcad106c9126799b780af,2022-08-13 08:00:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,50,32,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62fd5e6bb81ba315bd86dc7d_STATS_IRRF2211.pdf,True,False,True,irrf2211,220813-rhein-fire-istanbul-rams
2022,11,Week 11,640bcad106c9126799b780b0,2022-08-14 08:00:00,False,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,29,12,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/63128bef5ebb3c41824ba14f_STATS_PWBT2211.pdf,True,False,True,pwbt2211,220814-berlin-thunder-wroclaw-panthers
2022,11,Week 11,640bcad106c9126799b780b1,2022-08-14 06:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,0,59,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62facf5f7436ea18888a2f42_STATS_HDLK2211.pdf,True,False,True,hdlk2211,220814-leipzig-kings-hamburg-sea-devils
2022,11,Week 11,640bcad106c9126799b780b2,2022-08-14 08:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,3,44,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/63060a4f15162de77598be0e_STATS_RTSS2211.pdf,True,False,True,rtss2211,220814-stuttgart-surge-raiders-tirol
2022,11,Week 11,640bcad106c9126799b780b3,2022-08-14 08:00:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,8,42,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/62fd5d594e187894bab503e9_STATS_FGVV2211.pdf,True,False,True,fgvv2211,220814-vienna-vikings-frankfurt-galaxy
2022,12,Week 12,640bcad106c9126799b780b4,2022-08-20 11:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,8,62,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6304d02c52fcf170dc01be07_STATS_BDSS2212.pdf,True,False,True,bdss2212,220820-stuttgart-surge-barcelona-dragons
2022,12,Week 12,640bcad106c9126799b780b5,2022-08-21 08:00:00,False,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,20,45,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/630609cf5dae65559519b726_STATS_RTCC2212.pdf,True,False,True,rtcc2212,220821-cologne-centurions-raiders-tirol
2022,12,Week 12,640bcad106c9126799b780b6,2022-08-21 08:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,21,23,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/6304d00e524db3059be3f542_STATS_RFFG2212.pdf,True,False,True,rffg2212,220821-frankfurt-galaxy-rhein-fire
2022,12,Week 12,640bcad106c9126799b780b7,2022-08-21 08:00:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,39,17,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/630609af80bdb669e98dbf7d_STATS_BTHD2212.pdf,True,False,True,bthd2212,220821-hamburg-sea-devils-berlin-thunder
2022,12,Week 12,640bcad106c9126799b780b8,2022-08-21 08:00:00,False,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,22,37,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/63087c043e95453676bd1295_STATS_VVIR2212.pdf,True,False,True,vvir2212,220821-istanbul-rams-vienna-vikings
2022,12,Week 12,640bcad106c9126799b780b9,2022-08-21 08:00:00,False,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,41,37,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/63128bbf90c19c1b08b98b14_STATS_LKPW2212.pdf,True,False,True,lkpw2212,220821-wroclaw-panthers-leipzig-kings
2022,13,Week 13,640bcad106c9126799b780ba,2022-08-27 08:00:00,False,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529c9,istanbul-rams,Istanbul Rams,38,14,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/63128b55c598910081d96960_STATS_IRBT2213.pdf,True,False,True,irbt2213,220827-berlin-thunder-istanbul-rams
2022,13,Week 13,640bcad106c9126799b780bb,2022-08-27 10:00:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,59,37,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/630f38b020edbd91c5fa1b6a_STATS_CCRF2213.pdf,True,False,True,ccrf2213,220827-rhein-fire-cologne-centurions
2022,13,Week 13,640bcad106c9126799b780bc,2022-08-28 08:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,18,24,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/630bba65033f6e06a89357b4_STATS_VVBD2213.pdf,True,False,True,vvbd2213,220828-barcelona-dragons-vienna-vikings
2022,13,Week 13,640bcad106c9126799b780bd,2022-08-28 08:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,38,0,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/630de2181aac1c6211c66cf4_STATS_SSLK2213.pdf,True,False,True,sslk2213,220828-leipzig-kings-stuttgart-surge
