season,week,week_str,game_id,date,is_cancelled,away_team_id,away_team_slug,away_team_name,home_team_id,home_team_slug,home_team_name,away_team_score,home_team_score,gamebook_url,is_game_over,is_game_tbd,has_game_started,sports_metrics_game_id,old_game_id
2024,1,Week 1,65a661bb0e6d6fa8ae34f9ac,2024-05-25 08:00:00,False,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,637d28a05a83d2285e2529c5,fehérvár-enthroners,Fehérvár Enthroners,43,18,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/STATS_FEVV2401.pdf,True,False,True,fevv2401,240525-vienna-vikings-fehérvár-enthroners
2024,1,Week 1,65a661bb0e6d6fa8ae34f9ad,2024-05-25 11:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529c8,helvetic-mercenaries,Helvetic Mercenaries,23,19,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_hgbd2401.pdf,True,False,True,hgbd2401,240525-barcelona-dragons-helvetic-mercenaries
2024,1,Week 1,65a661bb0e6d6fa8ae34f9ae,2024-05-25 12:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,32,0,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_msrt2401.pdf,True,False,True,msrt2401,240525-raiders-tirol-milano-seamen
2024,1,Week 1,65a661bb0e6d6fa8ae34f9af,2024-05-26 06:00:00,False,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,637d28a05a83d2285e2529cd,panthers-wroclaw,Wroclaw Panthers,39,49,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/STATS_PWBT2401.pdf,True,False,True,pwbt2401,240526-berlin-thunder-panthers-wroclaw
2024,1,Week 1,65a661bb0e6d6fa8ae34f9b0,2024-05-26 09:25:00,False,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,5,27,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/STATS_SSMR2401.pdf,True,False,True,ssmr2401,240526-munich-ravens-stuttgart-surge
2024,1,Week 1,65a661bb0e6d6fa8ae34f9b1,2024-05-26 06:00:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,42,12,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_ccrf2401.pdf,True,False,True,ccrf2401,240526-rhein-fire-cologne-centurions
2024,1,Week 1,65a661bb0e6d6fa8ae34f9b2,2024-05-26 07:30:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,31,21,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/STATS_PLHD2401.pdf,True,False,True,plhd2401,240526-hamburg-sea-devils-prague-lions
2024,2,Week 2,65a661bb0e6d6fa8ae34f9b3,2024-06-01 10:30:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,651b232e904f469c7f0d4fd7,madrid-bravos,Madrid Bravos,12,42,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_mbbd2402.pdf,True,False,True,mbbd2402,240601-barcelona-dragons-madrid-bravos
2024,2,Week 2,65a661bb0e6d6fa8ae34f9b4,2024-06-01 10:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529cd,panthers-wroclaw,Wroclaw Panthers,44,34,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_pwss2402.pdf,True,False,True,pwss2402,240601-stuttgart-surge-panthers-wroclaw
2024,2,Week 2,65a661bb0e6d6fa8ae34f9b5,2024-06-01 11:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529d3,vienna-vikings,Vienna Vikings,6,27,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_vvrt2402.pdf,True,False,True,vvrt2402,240601-raiders-tirol-vienna-vikings
2024,2,Week 2,65a661bb0e6d6fa8ae34f9b6,2024-06-01 12:00:00,False,637d28a05a83d2285e2529cc,munich-ravens,Munich Ravens,637d28a05a83d2285e2529cb,milano-seamen,Milano Seamen,47,7,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_msmr2402.pdf,True,False,True,msmr2402,240601-munich-ravens-milano-seamen
2024,2,Week 2,65a661bb0e6d6fa8ae34f9b7,2024-06-02 06:00:00,False,637d28a05a83d2285e2529cf,prague-lions,Prague Lions,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,17,48,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_btpl2402.pdf,True,False,True,btpl2402,240602-prague-lions-berlin-thunder
2024,2,Week 2,65a661bb0e6d6fa8ae34f9b8,2024-06-02 06:00:00,False,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,41,14,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_hdpm2402.pdf,True,False,True,hdpm2402,240602-paris-musketeers-hamburg-sea-devils
2024,2,Week 2,65a661bb0e6d6fa8ae34f9b9,2024-06-02 09:25:00,False,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,31,20,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_fgrf2402.pdf,True,False,True,fgrf2402,240602-rhein-fire-frankfurt-galaxy
2024,2,Week 2,65a661bb0e6d6fa8ae34f9ba,2024-06-02 06:00:00,False,637d28a05a83d2285e2529c5,fehérvár-enthroners,Fehérvár Enthroners,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,10,35,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_ccfe2402.pdf,True,False,True,ccfe2402,240602-fehérvár-enthroners-cologne-centurions
2024,3,Week 3,65a661bb0e6d6fa8ae34f9bb,2024-06-08 11:00:00,False,637d28a05a83d2285e2529d0,raiders-tirol,Raiders Tirol,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,65,7,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_bdrt2403.pdf,True,False,True,bdrt2403,240608-raiders-tirol-barcelona-dragons
2024,3,Week 3,65a661bb0e6d6fa8ae34f9bc,2024-06-08 07:30:00,False,651b232e904f469c7f0d4fd7,madrid-bravos,Madrid Bravos,637d28a05a83d2285e2529d1,rhein-fire,Rhein Fire,22,10,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_rfmb2403.pdf,True,False,True,rfmb2403,240608-madrid-bravos-rhein-fire
2024,3,Week 3,65a661bb0e6d6fa8ae34f9bd,2024-06-09 06:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529ce,paris-musketeers,Paris Musketeers,22,25,https://storage.googleapis.com/leaguetool-dfc3d.appspot.com/gamebooks/2024/stats_pmfg2403.pdf,True,False,True,pmfg2403,240609-frankfurt-galaxy-paris-musketeers
