season,week,week_str,game_id,date,is_cancelled,away_team_id,away_team_slug,away_team_name,home_team_id,home_team_slug,home_team_name,away_team_score,home_team_score,gamebook_url,is_game_over,is_game_tbd,has_game_started,sports_metrics_game_id,old_game_id
2021,1,Week 1,640bcad106c9126799b78052,2021-06-19 12:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,21,17,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/60d0c1c8ae99572720b4470b_STATS_BDSS2101.pdf,True,False,True,bdss2101,210619-barcelona-stuttgart
2021,1,Week 1,640bcad106c9126799b78053,2021-06-19 11:00:00,False,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,39,55,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/60d0c22e80716f672391249f_STATS_PWCC2101.pdf,True,False,True,pwcc2101,210619-wroclaw-cologne
2021,1,Week 1,640bcad106c9126799b78054,2021-06-20 08:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,37,27,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/61261a6ac6535658c55d4db6_STATS_BTLK2101.pdf,True,False,True,btlk2101,210620-berlin-leipzig
2021,1,Week 1,640bcad106c9126799b78055,2021-06-20 08:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,15,17,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/60d0c21304fb831ff778509b_STATS_HDFG2101.pdf,True,False,True,hdfg2101,210620-hamburg-frankfurt
2021,2,Week 2,640bcad106c9126799b78056,2021-06-26 11:00:00,False,637d28a05a83d2285e2529ca,leipzig-kings,Leipzig Kings,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,28,54,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/60d9f489a52ffdbe9f41eff0_STATS_PWLK2102.pdf,True,False,True,pwlk2102,210626-wroclaw-leipzig
2021,2,Week 2,640bcad106c9126799b78057,2021-06-27 08:00:00,False,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,637d28a05a83d2285e2529c4,cologne-centurions,Cologne Centurions,12,40,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/61261a89a454048342d3d9de_STATS_CCBD2102.pdf,True,False,True,ccbd2102,210627-cologne-barcelona
2021,2,Week 2,640bcad106c9126799b78058,2021-06-27 08:00:00,False,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,42,20,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/60f7f2d7d967c18485c28e2a_STATS_SSFG2102.pdf,True,False,True,ssfg2102,210627-stuttgart-frankfurt
2021,3,Week 3,640bcad106c9126799b78059,2021-07-03 12:00:00,False,637d28a05a83d2285e2529c7,hamburg-sea-devils,Hamburg Sea Devils,637d28a05a83d2285e2529c2,barcelona-dragons,Barcelona Dragons,32,14,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/61137e32133fae531f8a3d9a_STATS_BDHD2103.pdf,True,False,True,bdhd2103,210703-barcelona-hamburg
2021,3,Week 3,640bcad106c9126799b7805a,2021-07-03 08:00:00,False,637d28a05a83d2285e2529d2,stuttgart-surge,Stuttgart Surge,637d28a05a83d2285e2529c3,berlin-thunder,Berlin Thunder,19,40,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/60ee8e6e3ab057573880b1ee_STATS_BTSS2103.pdf,True,False,True,btss2103,210704-berlin-stuttgart
2021,3,Week 3,640bcad106c9126799b7805b,2021-07-04 08:00:00,False,637d28a05a83d2285e2529cd,panthers-wroclaw,Panthers Wroclaw,637d28a05a83d2285e2529c6,frankfurt-galaxy,Frankfurt Galaxy,13,22,https://uploads-ssl.webflow.com/5fb916e4beed7f5a8f3276f7/60e2b01b9d6c02122d9153a1_STATS_FGPW2103.pdf,True,False,True,fgpw2103,210704-frankfurt-wraclow
